frame,nose_x,nose_y,nose_z,left_eye_x,left_eye_y,left_eye_z,right_eye_x,right_eye_y,right_eye_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z
31,0.501,0.335,-0.594,0.549,0.279,-0.552,0.464,0.283,-0.549,0.708,0.779,-0.185,0.322,0.767,-0.247
32,0.501,0.338,-0.591,0.549,0.281,-0.55,0.464,0.285,-0.546,0.707,0.78,-0.186,0.322,0.767,-0.242
33,0.501,0.339,-0.592,0.549,0.283,-0.55,0.464,0.286,-0.547,0.707,0.78,-0.185,0.322,0.768,-0.242
34,0.501,0.341,-0.586,0.549,0.284,-0.544,0.464,0.287,-0.541,0.706,0.78,-0.184,0.322,0.768,-0.238
35,0.501,0.342,-0.58,0.549,0.285,-0.538,0.464,0.287,-0.535,0.705,0.78,-0.172,0.322,0.768,-0.236
36,0.502,0.342,-0.597,0.549,0.286,-0.552,0.465,0.287,-0.552,0.704,0.779,-0.173,0.322,0.768,-0.247
37,0.502,0.342,-0.597,0.549,0.286,-0.552,0.465,0.288,-0.552,0.703,0.778,-0.173,0.322,0.768,-0.246
38,0.503,0.343,-0.6,0.549,0.286,-0.555,0.467,0.289,-0.556,0.703,0.778,-0.174,0.322,0.768,-0.248
39,0.504,0.343,-0.601,0.55,0.287,-0.555,0.467,0.29,-0.556,0.702,0.778,-0.17,0.322,0.768,-0.25
40,0.504,0.343,-0.604,0.55,0.287,-0.557,0.467,0.29,-0.558,0.702,0.778,-0.168,0.323,0.769,-0.251
41,0.504,0.343,-0.605,0.549,0.287,-0.557,0.467,0.292,-0.56,0.702,0.778,-0.166,0.323,0.77,-0.257
42,0.503,0.343,-0.578,0.549,0.287,-0.533,0.466,0.291,-0.534,0.702,0.777,-0.164,0.323,0.77,-0.239
43,0.503,0.343,-0.604,0.548,0.287,-0.558,0.465,0.291,-0.558,0.702,0.778,-0.181,0.323,0.772,-0.249
44,0.502,0.343,-0.603,0.548,0.287,-0.557,0.465,0.291,-0.557,0.702,0.778,-0.181,0.323,0.774,-0.249
45,0.502,0.345,-0.638,0.548,0.288,-0.591,0.464,0.292,-0.592,0.702,0.779,-0.203,0.321,0.777,-0.266
46,0.501,0.345,-0.651,0.548,0.289,-0.605,0.463,0.293,-0.605,0.701,0.778,-0.214,0.32,0.777,-0.278
47,0.501,0.346,-0.645,0.547,0.289,-0.598,0.463,0.293,-0.599,0.701,0.778,-0.21,0.319,0.776,-0.276
48,0.5,0.346,-0.637,0.547,0.289,-0.591,0.462,0.293,-0.592,0.7,0.778,-0.2,0.317,0.776,-0.275
49,0.499,0.346,-0.634,0.547,0.288,-0.588,0.461,0.292,-0.589,0.7,0.778,-0.199,0.315,0.776,-0.274
50,0.499,0.346,-0.634,0.547,0.288,-0.589,0.461,0.292,-0.59,0.7,0.778,-0.2,0.314,0.776,-0.275
51,0.499,0.346,-0.646,0.546,0.288,-0.6,0.461,0.292,-0.603,0.699,0.778,-0.2,0.313,0.776,-0.288
52,0.499,0.344,-0.656,0.546,0.286,-0.607,0.461,0.292,-0.611,0.699,0.778,-0.2,0.312,0.778,-0.294
53,0.499,0.34,-0.637,0.546,0.281,-0.585,0.461,0.289,-0.591,0.699,0.777,-0.173,0.311,0.778,-0.292
54,0.499,0.335,-0.637,0.546,0.276,-0.585,0.46,0.284,-0.591,0.698,0.777,-0.18,0.31,0.778,-0.292
55,0.499,0.329,-0.647,0.546,0.267,-0.595,0.46,0.278,-0.598,0.699,0.776,-0.187,0.31,0.779,-0.293
56,0.501,0.325,-0.64,0.547,0.262,-0.589,0.461,0.272,-0.592,0.7,0.775,-0.186,0.31,0.779,-0.291
57,0.503,0.32,-0.63,0.549,0.257,-0.578,0.461,0.267,-0.581,0.7,0.775,-0.182,0.31,0.779,-0.29
58,0.503,0.318,-0.632,0.549,0.254,-0.581,0.461,0.262,-0.583,0.7,0.773,-0.192,0.309,0.776,-0.285
59,0.503,0.315,-0.647,0.549,0.251,-0.597,0.462,0.257,-0.596,0.701,0.773,-0.209,0.308,0.774,-0.285
60,0.504,0.314,-0.696,0.55,0.247,-0.647,0.462,0.255,-0.646,0.703,0.772,-0.249,0.308,0.772,-0.301
61,0.504,0.311,-0.697,0.55,0.244,-0.647,0.461,0.251,-0.646,0.704,0.772,-0.242,0.308,0.77,-0.305
62,0.503,0.31,-0.689,0.55,0.242,-0.639,0.46,0.246,-0.638,0.707,0.774,-0.237,0.308,0.769,-0.303
63,0.504,0.31,-0.698,0.551,0.242,-0.651,0.46,0.244,-0.65,0.709,0.776,-0.248,0.307,0.769,-0.306
64,0.504,0.306,-0.695,0.552,0.24,-0.65,0.46,0.239,-0.648,0.711,0.777,-0.244,0.304,0.771,-0.305
65,0.504,0.304,-0.757,0.552,0.239,-0.706,0.46,0.235,-0.705,0.713,0.777,-0.269,0.303,0.772,-0.337
66,0.503,0.301,-0.792,0.552,0.236,-0.742,0.459,0.232,-0.74,0.714,0.776,-0.293,0.303,0.772,-0.35
67,0.504,0.299,-0.761,0.553,0.234,-0.713,0.458,0.228,-0.711,0.715,0.776,-0.288,0.303,0.771,-0.341
68,0.503,0.297,-0.759,0.553,0.232,-0.712,0.456,0.223,-0.708,0.716,0.775,-0.291,0.303,0.766,-0.336
69,0.502,0.296,-0.749,0.553,0.23,-0.702,0.454,0.22,-0.699,0.717,0.774,-0.285,0.302,0.762,-0.33
70,0.502,0.295,-0.748,0.553,0.229,-0.702,0.453,0.219,-0.697,0.718,0.773,-0.291,0.302,0.759,-0.328
71,0.502,0.293,-0.801,0.555,0.227,-0.754,0.453,0.217,-0.749,0.72,0.773,-0.329,0.301,0.759,-0.355
72,0.503,0.293,-0.783,0.556,0.225,-0.736,0.454,0.216,-0.731,0.721,0.773,-0.315,0.3,0.76,-0.35
73,0.504,0.293,-0.774,0.556,0.224,-0.727,0.454,0.216,-0.723,0.722,0.773,-0.308,0.297,0.762,-0.346
74,0.504,0.291,-0.766,0.557,0.221,-0.72,0.454,0.213,-0.717,0.724,0.771,-0.306,0.296,0.762,-0.346
75,0.505,0.289,-0.754,0.557,0.22,-0.711,0.454,0.212,-0.706,0.724,0.771,-0.302,0.297,0.761,-0.334
76,0.505,0.288,-0.755,0.558,0.218,-0.711,0.454,0.21,-0.706,0.727,0.771,-0.305,0.296,0.761,-0.334
77,0.504,0.288,-0.786,0.558,0.217,-0.737,0.453,0.21,-0.733,0.728,0.772,-0.305,0.296,0.762,-0.346
78,0.505,0.285,-0.821,0.558,0.215,-0.767,0.453,0.207,-0.763,0.729,0.772,-0.304,0.295,0.762,-0.356
79,0.505,0.281,-0.816,0.559,0.213,-0.763,0.454,0.203,-0.762,0.73,0.773,-0.303,0.295,0.762,-0.351
80,0.505,0.279,-0.744,0.56,0.212,-0.693,0.454,0.201,-0.691,0.73,0.773,-0.262,0.295,0.762,-0.332
81,0.505,0.277,-0.718,0.561,0.209,-0.672,0.454,0.197,-0.669,0.73,0.773,-0.26,0.294,0.761,-0.314
82,0.506,0.276,-0.725,0.562,0.208,-0.678,0.454,0.196,-0.674,0.73,0.771,-0.262,0.294,0.759,-0.316
83,0.507,0.274,-0.676,0.563,0.206,-0.632,0.455,0.194,-0.63,0.73,0.768,-0.236,0.294,0.757,-0.291
84,0.508,0.272,-0.653,0.564,0.204,-0.61,0.456,0.193,-0.606,0.731,0.768,-0.221,0.294,0.756,-0.277
85,0.508,0.271,-0.675,0.565,0.202,-0.63,0.456,0.191,-0.626,0.731,0.768,-0.229,0.294,0.754,-0.284
86,0.509,0.27,-0.685,0.565,0.2,-0.64,0.456,0.19,-0.636,0.731,0.769,-0.235,0.294,0.752,-0.288
87,0.509,0.268,-0.667,0.566,0.198,-0.624,0.456,0.189,-0.621,0.73,0.769,-0.232,0.294,0.751,-0.276
88,0.511,0.267,-0.659,0.566,0.198,-0.615,0.458,0.189,-0.613,0.73,0.769,-0.223,0.294,0.75,-0.272
89,0.511,0.266,-0.634,0.567,0.197,-0.591,0.459,0.188,-0.589,0.73,0.769,-0.205,0.294,0.75,-0.266
90,0.513,0.265,-0.621,0.567,0.196,-0.577,0.459,0.187,-0.576,0.731,0.768,-0.193,0.294,0.75,-0.264
91,0.513,0.265,-0.629,0.567,0.196,-0.587,0.46,0.187,-0.586,0.73,0.767,-0.196,0.294,0.75,-0.267
92,0.513,0.264,-0.632,0.567,0.195,-0.588,0.46,0.187,-0.586,0.729,0.767,-0.204,0.294,0.75,-0.269
93,0.513,0.264,-0.608,0.567,0.195,-0.563,0.46,0.187,-0.56,0.729,0.767,-0.194,0.294,0.751,-0.255
94,0.513,0.264,-0.618,0.567,0.195,-0.573,0.46,0.187,-0.569,0.729,0.767,-0.199,0.294,0.753,-0.257
95,0.513,0.264,-0.623,0.567,0.196,-0.578,0.461,0.188,-0.575,0.728,0.767,-0.201,0.293,0.755,-0.259
96,0.513,0.263,-0.595,0.567,0.196,-0.551,0.461,0.187,-0.547,0.728,0.768,-0.198,0.294,0.755,-0.242
97,0.513,0.261,-0.589,0.567,0.195,-0.543,0.461,0.187,-0.541,0.728,0.768,-0.185,0.294,0.757,-0.245
98,0.513,0.261,-0.578,0.566,0.195,-0.53,0.461,0.187,-0.53,0.726,0.768,-0.167,0.294,0.758,-0.242
99,0.513,0.261,-0.587,0.566,0.196,-0.541,0.462,0.187,-0.539,0.725,0.77,-0.172,0.293,0.761,-0.244
100,0.513,0.261,-0.591,0.566,0.196,-0.543,0.462,0.187,-0.543,0.725,0.77,-0.171,0.293,0.763,-0.246
101,0.513,0.261,-0.594,0.565,0.197,-0.547,0.463,0.189,-0.546,0.723,0.77,-0.173,0.295,0.763,-0.247
102,0.512,0.263,-0.596,0.564,0.199,-0.549,0.463,0.192,-0.548,0.721,0.77,-0.174,0.296,0.763,-0.247
103,0.512,0.266,-0.6,0.564,0.202,-0.556,0.463,0.197,-0.555,0.721,0.769,-0.175,0.298,0.762,-0.247
104,0.512,0.272,-0.592,0.564,0.206,-0.547,0.464,0.203,-0.547,0.72,0.769,-0.158,0.299,0.762,-0.244
105,0.512,0.275,-0.594,0.562,0.21,-0.548,0.464,0.208,-0.548,0.718,0.768,-0.162,0.3,0.763,-0.244
106,0.511,0.277,-0.623,0.56,0.213,-0.577,0.464,0.211,-0.575,0.718,0.768,-0.189,0.3,0.764,-0.248
107,0.508,0.281,-0.624,0.558,0.216,-0.578,0.463,0.217,-0.575,0.718,0.768,-0.193,0.302,0.764,-0.248
108,0.508,0.285,-0.626,0.557,0.221,-0.582,0.463,0.227,-0.578,0.718,0.768,-0.201,0.305,0.764,-0.248
109,0.508,0.286,-0.619,0.555,0.223,-0.574,0.464,0.232,-0.569,0.718,0.768,-0.2,0.307,0.764,-0.244
110,0.508,0.287,-0.592,0.555,0.226,-0.549,0.464,0.237,-0.544,0.718,0.768,-0.187,0.31,0.764,-0.234
111,0.509,0.291,-0.592,0.555,0.231,-0.55,0.466,0.243,-0.546,0.718,0.768,-0.19,0.313,0.764,-0.234
112,0.511,0.291,-0.594,0.555,0.233,-0.549,0.468,0.244,-0.546,0.718,0.767,-0.184,0.314,0.764,-0.237
113,0.512,0.293,-0.584,0.555,0.237,-0.54,0.469,0.247,-0.537,0.718,0.767,-0.178,0.315,0.764,-0.236
114,0.512,0.297,-0.584,0.555,0.241,-0.539,0.47,0.251,-0.538,0.717,0.766,-0.172,0.315,0.765,-0.233
115,0.513,0.3,-0.591,0.555,0.246,-0.547,0.47,0.255,-0.546,0.716,0.766,-0.181,0.315,0.765,-0.235
116,0.514,0.302,-0.595,0.555,0.248,-0.55,0.471,0.256,-0.55,0.715,0.766,-0.181,0.316,0.766,-0.241
117,0.514,0.304,-0.593,0.555,0.251,-0.548,0.472,0.259,-0.548,0.714,0.766,-0.178,0.317,0.767,-0.24
118,0.514,0.307,-0.593,0.555,0.254,-0.548,0.472,0.261,-0.549,0.713,0.766,-0.177,0.318,0.767,-0.243
119,0.514,0.308,-0.598,0.555,0.256,-0.554,0.472,0.262,-0.555,0.713,0.766,-0.185,0.318,0.767,-0.245
120,0.514,0.311,-0.596,0.554,0.259,-0.552,0.472,0.263,-0.553,0.711,0.766,-0.175,0.318,0.767,-0.245
121,0.513,0.315,-0.598,0.554,0.262,-0.553,0.472,0.265,-0.554,0.711,0.767,-0.177,0.319,0.767,-0.245
122,0.514,0.316,-0.603,0.554,0.263,-0.556,0.473,0.266,-0.557,0.709,0.766,-0.175,0.321,0.767,-0.249
123,0.514,0.316,-0.593,0.554,0.263,-0.545,0.474,0.266,-0.548,0.708,0.766,-0.166,0.322,0.767,-0.25
124,0.514,0.316,-0.575,0.554,0.264,-0.529,0.474,0.266,-0.53,0.707,0.766,-0.166,0.323,0.767,-0.237
125,0.515,0.318,-0.567,0.554,0.266,-0.521,0.475,0.269,-0.521,0.707,0.766,-0.165,0.324,0.77,-0.23
126,0.515,0.323,-0.566,0.554,0.269,-0.52,0.475,0.275,-0.521,0.707,0.767,-0.166,0.325,0.774,-0.23
127,0.515,0.324,-0.567,0.554,0.27,-0.521,0.475,0.277,-0.521,0.707,0.767,-0.162,0.327,0.775,-0.23
128,0.515,0.325,-0.564,0.554,0.271,-0.519,0.475,0.278,-0.519,0.707,0.768,-0.16,0.328,0.777,-0.229
129,0.515,0.327,-0.565,0.554,0.272,-0.52,0.476,0.279,-0.52,0.707,0.769,-0.159,0.328,0.779,-0.229
130,0.515,0.329,-0.575,0.554,0.274,-0.531,0.476,0.281,-0.53,0.707,0.769,-0.163,0.328,0.779,-0.232
131,0.515,0.331,-0.584,0.554,0.275,-0.54,0.476,0.283,-0.54,0.707,0.769,-0.166,0.329,0.78,-0.237
132,0.514,0.331,-0.556,0.554,0.275,-0.512,0.476,0.283,-0.512,0.708,0.77,-0.161,0.329,0.78,-0.233
133,0.516,0.331,-0.552,0.555,0.275,-0.506,0.477,0.282,-0.508,0.708,0.771,-0.145,0.328,0.78,-0.234
134,0.516,0.331,-0.552,0.556,0.275,-0.505,0.477,0.282,-0.509,0.707,0.773,-0.143,0.327,0.781,-0.237
135,0.517,0.331,-0.554,0.556,0.275,-0.507,0.478,0.282,-0.51,0.706,0.773,-0.14,0.326,0.781,-0.24
136,0.518,0.331,-0.553,0.556,0.275,-0.505,0.478,0.282,-0.51,0.704,0.773,-0.135,0.326,0.78,-0.241
137,0.518,0.332,-0.579,0.556,0.275,-0.53,0.478,0.283,-0.536,0.704,0.773,-0.137,0.326,0.78,-0.25
138,0.518,0.333,-0.585,0.557,0.276,-0.536,0.478,0.283,-0.543,0.703,0.773,-0.138,0.326,0.78,-0.257
139,0.517,0.334,-0.584,0.556,0.277,-0.535,0.478,0.283,-0.542,0.702,0.773,-0.139,0.325,0.78,-0.256
140,0.517,0.335,-0.576,0.556,0.277,-0.529,0.478,0.285,-0.534,0.702,0.774,-0.14,0.325,0.78,-0.255
141,0.517,0.336,-0.577,0.556,0.277,-0.53,0.478,0.285,-0.535,0.702,0.774,-0.145,0.325,0.781,-0.254
142,0.517,0.336,-0.575,0.556,0.277,-0.528,0.478,0.285,-0.533,0.702,0.774,-0.146,0.325,0.781,-0.254
143,0.517,0.336,-0.571,0.556,0.277,-0.524,0.478,0.285,-0.529,0.702,0.774,-0.146,0.325,0.781,-0.249
144,0.517,0.336,-0.57,0.556,0.277,-0.523,0.478,0.285,-0.527,0.702,0.774,-0.147,0.325,0.781,-0.245
145,0.516,0.336,-0.57,0.556,0.277,-0.523,0.478,0.285,-0.527,0.702,0.774,-0.151,0.325,0.781,-0.244
146,0.516,0.336,-0.572,0.556,0.278,-0.525,0.478,0.285,-0.528,0.703,0.774,-0.159,0.325,0.781,-0.241
147,0.517,0.336,-0.572,0.556,0.278,-0.525,0.478,0.285,-0.528,0.702,0.774,-0.157,0.325,0.781,-0.24
148,0.517,0.336,-0.571,0.556,0.278,-0.523,0.478,0.285,-0.527,0.702,0.775,-0.148,0.325,0.781,-0.241
149,0.517,0.337,-0.573,0.556,0.278,-0.524,0.478,0.285,-0.528,0.702,0.775,-0.147,0.325,0.781,-0.241
150,0.517,0.337,-0.577,0.556,0.278,-0.528,0.478,0.285,-0.532,0.702,0.775,-0.148,0.325,0.779,-0.243
151,0.516,0.336,-0.572,0.556,0.278,-0.525,0.478,0.284,-0.528,0.702,0.769,-0.148,0.325,0.773,-0.237
152,0.516,0.336,-0.573,0.556,0.278,-0.526,0.477,0.284,-0.528,0.702,0.769,-0.148,0.325,0.772,-0.237
153,0.516,0.336,-0.574,0.556,0.278,-0.528,0.477,0.284,-0.531,0.703,0.768,-0.148,0.325,0.768,-0.238
154,0.516,0.335,-0.594,0.556,0.277,-0.55,0.478,0.283,-0.553,0.703,0.768,-0.169,0.324,0.768,-0.246
155,0.516,0.335,-0.593,0.556,0.277,-0.55,0.478,0.283,-0.552,0.705,0.768,-0.173,0.324,0.768,-0.246
156,0.517,0.332,-0.618,0.557,0.276,-0.574,0.478,0.28,-0.575,0.706,0.768,-0.193,0.323,0.768,-0.258
157,0.518,0.33,-0.628,0.558,0.274,-0.58,0.479,0.279,-0.582,0.707,0.767,-0.189,0.323,0.767,-0.263
158,0.519,0.326,-0.622,0.558,0.271,-0.575,0.479,0.275,-0.577,0.707,0.767,-0.187,0.323,0.767,-0.262
159,0.519,0.319,-0.618,0.558,0.264,-0.571,0.479,0.269,-0.574,0.708,0.766,-0.185,0.322,0.767,-0.259
160,0.521,0.309,-0.612,0.56,0.254,-0.564,0.48,0.26,-0.569,0.709,0.765,-0.183,0.321,0.767,-0.259
161,0.522,0.304,-0.612,0.561,0.248,-0.564,0.481,0.255,-0.568,0.71,0.764,-0.185,0.321,0.767,-0.259
162,0.522,0.302,-0.611,0.561,0.247,-0.563,0.48,0.254,-0.567,0.711,0.764,-0.19,0.32,0.767,-0.259
163,0.522,0.3,-0.615,0.561,0.244,-0.566,0.48,0.251,-0.571,0.711,0.764,-0.189,0.319,0.767,-0.266
164,0.522,0.299,-0.614,0.562,0.243,-0.566,0.48,0.249,-0.571,0.712,0.764,-0.188,0.319,0.766,-0.275
165,0.522,0.299,-0.629,0.562,0.243,-0.581,0.48,0.247,-0.586,0.712,0.764,-0.189,0.317,0.766,-0.293
166,0.522,0.299,-0.627,0.563,0.243,-0.579,0.48,0.246,-0.584,0.712,0.764,-0.189,0.317,0.766,-0.289
167,0.522,0.296,-0.636,0.563,0.24,-0.587,0.48,0.243,-0.59,0.712,0.765,-0.198,0.316,0.765,-0.287
168,0.522,0.293,-0.665,0.564,0.237,-0.615,0.48,0.239,-0.616,0.713,0.766,-0.214,0.316,0.762,-0.294
169,0.522,0.291,-0.676,0.564,0.233,-0.627,0.48,0.234,-0.629,0.715,0.766,-0.218,0.315,0.762,-0.297
170,0.521,0.291,-0.671,0.564,0.232,-0.622,0.478,0.231,-0.624,0.716,0.766,-0.22,0.314,0.761,-0.293
171,0.521,0.289,-0.702,0.566,0.228,-0.653,0.477,0.225,-0.655,0.717,0.765,-0.233,0.313,0.76,-0.303
172,0.521,0.288,-0.695,0.568,0.226,-0.646,0.477,0.223,-0.648,0.719,0.763,-0.23,0.312,0.759,-0.307
173,0.521,0.288,-0.696,0.569,0.224,-0.647,0.476,0.22,-0.649,0.72,0.762,-0.228,0.31,0.758,-0.309
174,0.521,0.287,-0.723,0.57,0.223,-0.671,0.475,0.219,-0.674,0.721,0.762,-0.239,0.308,0.758,-0.327
175,0.52,0.287,-0.723,0.57,0.222,-0.672,0.475,0.218,-0.674,0.721,0.762,-0.247,0.307,0.759,-0.325
176,0.52,0.287,-0.731,0.57,0.222,-0.681,0.474,0.218,-0.681,0.721,0.762,-0.253,0.307,0.759,-0.325
177,0.519,0.287,-0.73,0.57,0.221,-0.679,0.473,0.218,-0.679,0.722,0.762,-0.254,0.306,0.76,-0.323
178,0.519,0.286,-0.732,0.57,0.221,-0.681,0.472,0.217,-0.681,0.722,0.762,-0.263,0.305,0.76,-0.323
179,0.519,0.285,-0.729,0.57,0.22,-0.679,0.471,0.216,-0.678,0.722,0.762,-0.261,0.305,0.759,-0.323
180,0.518,0.285,-0.734,0.57,0.22,-0.685,0.471,0.215,-0.682,0.724,0.762,-0.271,0.305,0.759,-0.322
181,0.518,0.284,-0.749,0.57,0.22,-0.7,0.471,0.213,-0.697,0.724,0.763,-0.288,0.304,0.759,-0.325
182,0.518,0.283,-0.762,0.57,0.219,-0.714,0.471,0.212,-0.712,0.725,0.763,-0.295,0.302,0.759,-0.334
183,0.519,0.282,-0.756,0.57,0.219,-0.707,0.471,0.212,-0.706,0.725,0.763,-0.289,0.301,0.759,-0.334
184,0.519,0.282,-0.752,0.57,0.218,-0.703,0.471,0.211,-0.703,0.726,0.763,-0.286,0.301,0.759,-0.335
185,0.519,0.281,-0.752,0.57,0.218,-0.702,0.471,0.211,-0.702,0.727,0.763,-0.284,0.301,0.759,-0.335
186,0.518,0.28,-0.707,0.57,0.217,-0.66,0.469,0.208,-0.659,0.729,0.764,-0.258,0.3,0.759,-0.315
187,0.518,0.279,-0.71,0.57,0.215,-0.662,0.468,0.205,-0.661,0.732,0.766,-0.263,0.299,0.759,-0.309
188,0.517,0.278,-0.712,0.57,0.214,-0.667,0.467,0.204,-0.664,0.734,0.766,-0.269,0.299,0.759,-0.309
189,0.517,0.278,-0.745,0.57,0.214,-0.699,0.466,0.202,-0.696,0.735,0.766,-0.278,0.298,0.759,-0.326
190,0.516,0.278,-0.744,0.57,0.213,-0.698,0.465,0.202,-0.695,0.738,0.766,-0.278,0.298,0.759,-0.323
191,0.516,0.278,-0.708,0.57,0.213,-0.664,0.465,0.202,-0.66,0.738,0.766,-0.252,0.298,0.759,-0.307
192,0.516,0.278,-0.696,0.57,0.213,-0.652,0.465,0.202,-0.649,0.738,0.765,-0.231,0.298,0.76,-0.304
193,0.516,0.278,-0.691,0.57,0.213,-0.646,0.465,0.202,-0.643,0.738,0.765,-0.227,0.298,0.761,-0.298
194,0.516,0.279,-0.679,0.569,0.213,-0.635,0.465,0.202,-0.631,0.738,0.765,-0.224,0.298,0.761,-0.29
195,0.516,0.279,-0.683,0.569,0.213,-0.638,0.465,0.202,-0.635,0.738,0.766,-0.225,0.298,0.762,-0.291
196,0.515,0.279,-0.681,0.569,0.213,-0.637,0.465,0.202,-0.634,0.738,0.766,-0.227,0.297,0.762,-0.289
197,0.516,0.279,-0.677,0.569,0.213,-0.632,0.465,0.202,-0.629,0.738,0.767,-0.223,0.297,0.762,-0.287
198,0.516,0.279,-0.641,0.569,0.213,-0.596,0.465,0.202,-0.594,0.738,0.767,-0.202,0.298,0.762,-0.269
199,0.516,0.279,-0.64,0.569,0.213,-0.594,0.465,0.202,-0.594,0.737,0.768,-0.199,0.298,0.762,-0.27
200,0.516,0.279,-0.635,0.569,0.213,-0.588,0.465,0.202,-0.588,0.736,0.767,-0.193,0.298,0.763,-0.266
201,0.517,0.279,-0.64,0.569,0.213,-0.595,0.466,0.203,-0.593,0.734,0.765,-0.196,0.298,0.763,-0.27
202,0.517,0.279,-0.653,0.569,0.213,-0.605,0.467,0.203,-0.607,0.733,0.763,-0.199,0.298,0.763,-0.281
203,0.518,0.279,-0.665,0.569,0.212,-0.617,0.467,0.203,-0.618,0.732,0.763,-0.206,0.298,0.763,-0.283
204,0.518,0.279,-0.69,0.569,0.213,-0.641,0.467,0.204,-0.642,0.732,0.763,-0.22,0.298,0.763,-0.293
