frame,nose_x,nose_y,nose_z,left_eye_x,left_eye_y,left_eye_z,right_eye_x,right_eye_y,right_eye_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z
87,0.536,0.526,-0.736,0.575,0.453,-0.687,0.493,0.462,-0.691,0.745,0.957,-0.214,0.318,0.923,-0.327
88,0.536,0.526,-0.732,0.575,0.452,-0.683,0.493,0.462,-0.687,0.745,0.958,-0.214,0.318,0.923,-0.327
89,0.537,0.526,-0.742,0.575,0.452,-0.692,0.493,0.462,-0.696,0.745,0.958,-0.218,0.318,0.924,-0.332
90,0.537,0.526,-0.74,0.575,0.452,-0.691,0.493,0.462,-0.695,0.745,0.958,-0.219,0.317,0.924,-0.333
91,0.537,0.526,-0.741,0.575,0.452,-0.692,0.493,0.462,-0.696,0.745,0.958,-0.221,0.317,0.924,-0.337
92,0.537,0.526,-0.724,0.575,0.452,-0.678,0.493,0.462,-0.68,0.745,0.958,-0.222,0.317,0.924,-0.335
93,0.537,0.526,-0.72,0.575,0.453,-0.674,0.493,0.462,-0.677,0.744,0.958,-0.219,0.317,0.924,-0.333
94,0.538,0.526,-0.715,0.575,0.453,-0.668,0.494,0.461,-0.672,0.744,0.958,-0.211,0.317,0.924,-0.329
95,0.538,0.526,-0.673,0.575,0.453,-0.629,0.494,0.461,-0.631,0.744,0.958,-0.211,0.317,0.924,-0.31
96,0.538,0.526,-0.678,0.575,0.453,-0.633,0.494,0.461,-0.635,0.744,0.958,-0.212,0.317,0.924,-0.31
97,0.538,0.526,-0.654,0.575,0.453,-0.611,0.494,0.461,-0.613,0.743,0.957,-0.206,0.318,0.924,-0.301
98,0.538,0.526,-0.658,0.575,0.453,-0.613,0.494,0.461,-0.616,0.742,0.957,-0.199,0.318,0.924,-0.299
99,0.538,0.526,-0.657,0.575,0.453,-0.613,0.494,0.462,-0.615,0.742,0.957,-0.2,0.318,0.924,-0.299
100,0.538,0.527,-0.643,0.575,0.455,-0.599,0.495,0.462,-0.601,0.742,0.957,-0.189,0.319,0.924,-0.294
101,0.539,0.527,-0.672,0.575,0.455,-0.624,0.495,0.462,-0.631,0.742,0.957,-0.184,0.319,0.924,-0.306
102,0.539,0.527,-0.69,0.576,0.455,-0.641,0.495,0.462,-0.649,0.742,0.957,-0.186,0.319,0.924,-0.315
103,0.539,0.527,-0.689,0.576,0.455,-0.641,0.495,0.461,-0.647,0.743,0.957,-0.199,0.319,0.924,-0.315
104,0.539,0.525,-0.684,0.576,0.453,-0.636,0.496,0.459,-0.642,0.743,0.957,-0.199,0.319,0.924,-0.315
105,0.539,0.524,-0.67,0.576,0.453,-0.625,0.496,0.457,-0.628,0.743,0.957,-0.2,0.319,0.924,-0.311
106,0.539,0.524,-0.674,0.576,0.453,-0.629,0.496,0.457,-0.631,0.743,0.957,-0.207,0.318,0.924,-0.313
107,0.539,0.523,-0.67,0.576,0.453,-0.625,0.496,0.457,-0.628,0.743,0.957,-0.203,0.318,0.924,-0.313
108,0.539,0.524,-0.654,0.576,0.453,-0.61,0.496,0.457,-0.613,0.743,0.957,-0.202,0.318,0.924,-0.307
109,0.54,0.524,-0.663,0.576,0.453,-0.616,0.496,0.457,-0.621,0.743,0.957,-0.2,0.318,0.924,-0.308
110,0.54,0.524,-0.645,0.576,0.453,-0.598,0.496,0.458,-0.603,0.743,0.957,-0.178,0.318,0.924,-0.304
111,0.54,0.524,-0.683,0.576,0.453,-0.632,0.496,0.458,-0.639,0.743,0.957,-0.179,0.318,0.924,-0.31
112,0.54,0.524,-0.682,0.576,0.453,-0.632,0.496,0.458,-0.639,0.742,0.957,-0.181,0.318,0.924,-0.31
113,0.54,0.525,-0.681,0.576,0.454,-0.63,0.497,0.459,-0.637,0.741,0.957,-0.178,0.318,0.924,-0.31
114,0.54,0.525,-0.68,0.576,0.454,-0.63,0.497,0.459,-0.637,0.74,0.957,-0.184,0.318,0.924,-0.308
115,0.54,0.525,-0.677,0.576,0.454,-0.628,0.497,0.459,-0.633,0.74,0.957,-0.184,0.318,0.923,-0.307
116,0.54,0.525,-0.661,0.576,0.454,-0.614,0.497,0.459,-0.619,0.74,0.957,-0.182,0.318,0.923,-0.303
117,0.54,0.525,-0.668,0.577,0.454,-0.621,0.497,0.459,-0.625,0.74,0.957,-0.187,0.318,0.922,-0.306
118,0.541,0.526,-0.676,0.577,0.454,-0.629,0.497,0.46,-0.634,0.739,0.957,-0.184,0.318,0.922,-0.314
119,0.541,0.526,-0.658,0.577,0.455,-0.615,0.497,0.46,-0.618,0.739,0.957,-0.189,0.318,0.92,-0.304
120,0.542,0.527,-0.66,0.578,0.456,-0.617,0.498,0.46,-0.619,0.739,0.957,-0.19,0.318,0.919,-0.306
121,0.542,0.527,-0.703,0.578,0.456,-0.658,0.498,0.461,-0.661,0.739,0.957,-0.196,0.318,0.918,-0.318
122,0.542,0.527,-0.661,0.578,0.456,-0.619,0.498,0.461,-0.62,0.739,0.956,-0.193,0.318,0.918,-0.308
123,0.542,0.527,-0.662,0.578,0.456,-0.619,0.498,0.461,-0.621,0.739,0.956,-0.192,0.319,0.918,-0.307
124,0.542,0.527,-0.655,0.578,0.456,-0.613,0.498,0.461,-0.615,0.74,0.956,-0.193,0.319,0.918,-0.306
125,0.543,0.528,-0.654,0.578,0.456,-0.612,0.498,0.461,-0.614,0.74,0.956,-0.192,0.319,0.918,-0.306
126,0.543,0.528,-0.647,0.578,0.457,-0.606,0.498,0.461,-0.607,0.74,0.956,-0.193,0.318,0.918,-0.3
127,0.543,0.528,-0.655,0.578,0.457,-0.614,0.498,0.461,-0.616,0.74,0.956,-0.195,0.318,0.919,-0.303
128,0.543,0.528,-0.66,0.578,0.457,-0.618,0.498,0.461,-0.62,0.74,0.956,-0.204,0.318,0.919,-0.303
129,0.543,0.528,-0.656,0.578,0.457,-0.613,0.498,0.461,-0.616,0.74,0.956,-0.195,0.318,0.919,-0.303
130,0.543,0.528,-0.657,0.578,0.457,-0.615,0.498,0.461,-0.617,0.74,0.956,-0.204,0.318,0.919,-0.303
131,0.543,0.528,-0.654,0.578,0.457,-0.612,0.498,0.461,-0.613,0.74,0.956,-0.206,0.318,0.918,-0.299
132,0.543,0.528,-0.652,0.578,0.457,-0.61,0.498,0.461,-0.611,0.74,0.956,-0.206,0.318,0.918,-0.299
133,0.543,0.528,-0.65,0.578,0.457,-0.608,0.498,0.461,-0.609,0.74,0.956,-0.206,0.318,0.918,-0.299
134,0.543,0.528,-0.65,0.578,0.457,-0.608,0.499,0.461,-0.609,0.74,0.956,-0.207,0.318,0.919,-0.299
135,0.543,0.528,-0.671,0.578,0.457,-0.627,0.498,0.461,-0.628,0.74,0.956,-0.217,0.317,0.919,-0.305
136,0.543,0.528,-0.67,0.579,0.457,-0.626,0.499,0.46,-0.628,0.74,0.956,-0.217,0.317,0.919,-0.305
137,0.543,0.528,-0.669,0.579,0.457,-0.626,0.499,0.46,-0.627,0.74,0.956,-0.224,0.317,0.92,-0.305
138,0.543,0.53,-0.668,0.579,0.458,-0.625,0.499,0.461,-0.627,0.74,0.956,-0.227,0.317,0.92,-0.305
139,0.543,0.53,-0.671,0.579,0.458,-0.627,0.499,0.461,-0.629,0.74,0.956,-0.227,0.317,0.92,-0.31
140,0.543,0.53,-0.682,0.579,0.458,-0.637,0.499,0.461,-0.64,0.74,0.956,-0.226,0.316,0.92,-0.311
141,0.543,0.53,-0.656,0.579,0.458,-0.613,0.499,0.461,-0.615,0.74,0.956,-0.211,0.316,0.919,-0.305
142,0.543,0.531,-0.655,0.579,0.458,-0.613,0.499,0.461,-0.615,0.74,0.956,-0.208,0.316,0.918,-0.305
143,0.543,0.53,-0.64,0.579,0.459,-0.6,0.499,0.461,-0.6,0.74,0.956,-0.207,0.316,0.916,-0.29
144,0.543,0.531,-0.613,0.579,0.459,-0.576,0.499,0.461,-0.574,0.739,0.956,-0.2,0.316,0.913,-0.272
145,0.543,0.531,-0.615,0.579,0.459,-0.576,0.499,0.461,-0.575,0.738,0.956,-0.201,0.316,0.913,-0.274
146,0.543,0.531,-0.621,0.579,0.459,-0.581,0.499,0.461,-0.582,0.738,0.956,-0.201,0.316,0.912,-0.276
147,0.543,0.532,-0.641,0.579,0.46,-0.599,0.499,0.462,-0.602,0.738,0.956,-0.202,0.315,0.912,-0.281
148,0.544,0.532,-0.635,0.579,0.46,-0.593,0.499,0.462,-0.595,0.737,0.956,-0.201,0.315,0.912,-0.282
149,0.544,0.532,-0.645,0.579,0.46,-0.602,0.499,0.462,-0.605,0.737,0.956,-0.204,0.315,0.912,-0.289
150,0.544,0.532,-0.666,0.579,0.46,-0.621,0.499,0.463,-0.628,0.737,0.956,-0.199,0.315,0.912,-0.307
151,0.544,0.532,-0.677,0.579,0.46,-0.63,0.499,0.463,-0.638,0.737,0.956,-0.189,0.316,0.911,-0.315
152,0.544,0.532,-0.667,0.579,0.461,-0.622,0.5,0.464,-0.63,0.738,0.956,-0.19,0.316,0.912,-0.314
153,0.544,0.532,-0.671,0.579,0.461,-0.628,0.5,0.464,-0.633,0.738,0.956,-0.215,0.318,0.912,-0.313
154,0.543,0.532,-0.709,0.578,0.46,-0.665,0.499,0.464,-0.669,0.738,0.956,-0.224,0.318,0.913,-0.325
155,0.543,0.532,-0.704,0.578,0.461,-0.659,0.5,0.465,-0.665,0.738,0.956,-0.211,0.319,0.916,-0.328
156,0.543,0.532,-0.729,0.578,0.461,-0.679,0.5,0.465,-0.69,0.738,0.956,-0.187,0.319,0.916,-0.333
157,0.543,0.532,-0.767,0.578,0.461,-0.715,0.5,0.465,-0.726,0.739,0.956,-0.184,0.319,0.916,-0.347
158,0.543,0.532,-0.746,0.578,0.461,-0.696,0.5,0.465,-0.705,0.74,0.956,-0.161,0.319,0.916,-0.345
159,0.543,0.532,-0.739,0.578,0.461,-0.689,0.5,0.465,-0.699,0.74,0.956,-0.158,0.319,0.916,-0.344
160,0.542,0.532,-0.746,0.578,0.461,-0.695,0.5,0.465,-0.705,0.74,0.956,-0.163,0.319,0.916,-0.346
161,0.541,0.532,-0.746,0.577,0.461,-0.695,0.499,0.466,-0.704,0.74,0.956,-0.166,0.32,0.916,-0.345
162,0.541,0.532,-0.743,0.577,0.462,-0.692,0.499,0.466,-0.704,0.74,0.956,-0.171,0.32,0.916,-0.339
163,0.54,0.532,-0.728,0.577,0.462,-0.679,0.499,0.466,-0.686,0.74,0.956,-0.182,0.321,0.916,-0.331
164,0.54,0.531,-0.728,0.577,0.461,-0.679,0.499,0.466,-0.685,0.741,0.955,-0.184,0.321,0.915,-0.332
165,0.54,0.531,-0.695,0.577,0.461,-0.648,0.499,0.466,-0.655,0.741,0.955,-0.184,0.321,0.919,-0.33
166,0.54,0.531,-0.695,0.577,0.46,-0.648,0.498,0.466,-0.655,0.741,0.956,-0.184,0.321,0.92,-0.33
167,0.539,0.531,-0.671,0.577,0.46,-0.626,0.497,0.466,-0.632,0.742,0.956,-0.183,0.321,0.92,-0.328
168,0.539,0.531,-0.668,0.576,0.46,-0.624,0.497,0.466,-0.628,0.742,0.956,-0.194,0.321,0.922,-0.324
169,0.539,0.531,-0.673,0.576,0.459,-0.628,0.496,0.466,-0.633,0.742,0.956,-0.199,0.321,0.923,-0.324
170,0.538,0.531,-0.674,0.576,0.459,-0.629,0.495,0.466,-0.636,0.742,0.956,-0.209,0.321,0.923,-0.321
171,0.537,0.531,-0.678,0.576,0.459,-0.632,0.494,0.466,-0.638,0.742,0.956,-0.212,0.32,0.923,-0.315
172,0.536,0.531,-0.661,0.575,0.459,-0.621,0.493,0.466,-0.62,0.742,0.956,-0.22,0.32,0.922,-0.299
173,0.536,0.531,-0.666,0.575,0.458,-0.627,0.492,0.466,-0.622,0.742,0.956,-0.227,0.32,0.923,-0.301
174,0.536,0.531,-0.669,0.575,0.458,-0.629,0.492,0.466,-0.626,0.743,0.956,-0.231,0.32,0.923,-0.302
175,0.536,0.531,-0.669,0.574,0.458,-0.628,0.492,0.465,-0.626,0.743,0.956,-0.231,0.32,0.923,-0.301
176,0.536,0.532,-0.676,0.574,0.458,-0.635,0.492,0.465,-0.633,0.744,0.956,-0.233,0.32,0.923,-0.303
177,0.535,0.531,-0.73,0.574,0.456,-0.682,0.491,0.464,-0.684,0.744,0.957,-0.24,0.319,0.928,-0.32
178,0.535,0.531,-0.698,0.574,0.456,-0.651,0.491,0.464,-0.652,0.745,0.957,-0.239,0.319,0.931,-0.316
179,0.536,0.531,-0.665,0.574,0.455,-0.623,0.491,0.464,-0.622,0.746,0.956,-0.237,0.319,0.93,-0.298
180,0.536,0.528,-0.643,0.574,0.452,-0.598,0.491,0.461,-0.6,0.746,0.957,-0.211,0.319,0.93,-0.293
181,0.536,0.528,-0.644,0.574,0.451,-0.602,0.491,0.461,-0.602,0.746,0.957,-0.212,0.319,0.93,-0.292
182,0.536,0.528,-0.644,0.574,0.45,-0.602,0.491,0.461,-0.603,0.747,0.956,-0.212,0.319,0.931,-0.293
183,0.536,0.528,-0.647,0.574,0.45,-0.605,0.49,0.461,-0.606,0.748,0.957,-0.213,0.318,0.932,-0.296
184,0.536,0.528,-0.648,0.574,0.449,-0.606,0.49,0.461,-0.606,0.748,0.957,-0.218,0.318,0.932,-0.295
185,0.536,0.527,-0.633,0.574,0.448,-0.592,0.49,0.46,-0.59,0.748,0.957,-0.216,0.318,0.932,-0.285
186,0.536,0.526,-0.635,0.574,0.448,-0.592,0.49,0.459,-0.593,0.748,0.957,-0.209,0.317,0.932,-0.286
187,0.536,0.526,-0.635,0.574,0.448,-0.593,0.49,0.459,-0.592,0.748,0.957,-0.209,0.317,0.932,-0.282
188,0.536,0.526,-0.658,0.574,0.448,-0.614,0.49,0.459,-0.615,0.748,0.957,-0.219,0.318,0.932,-0.295
189,0.536,0.525,-0.661,0.574,0.447,-0.618,0.49,0.458,-0.618,0.748,0.957,-0.222,0.318,0.931,-0.298
190,0.536,0.525,-0.668,0.574,0.447,-0.625,0.49,0.458,-0.625,0.748,0.957,-0.23,0.318,0.931,-0.301
191,0.536,0.524,-0.67,0.574,0.447,-0.627,0.491,0.457,-0.627,0.748,0.957,-0.232,0.318,0.93,-0.302
192,0.536,0.524,-0.67,0.575,0.447,-0.628,0.491,0.457,-0.627,0.747,0.957,-0.231,0.318,0.93,-0.302
193,0.536,0.525,-0.674,0.575,0.449,-0.632,0.491,0.458,-0.632,0.746,0.957,-0.232,0.318,0.929,-0.304
194,0.537,0.525,-0.68,0.575,0.449,-0.638,0.492,0.458,-0.637,0.746,0.957,-0.234,0.319,0.929,-0.307
195,0.537,0.525,-0.676,0.575,0.449,-0.634,0.492,0.458,-0.634,0.746,0.957,-0.232,0.319,0.929,-0.307
196,0.537,0.525,-0.695,0.575,0.449,-0.651,0.492,0.458,-0.652,0.746,0.957,-0.233,0.319,0.929,-0.313
197,0.537,0.525,-0.709,0.575,0.449,-0.663,0.492,0.458,-0.665,0.746,0.957,-0.23,0.319,0.929,-0.316
198,0.537,0.525,-0.696,0.575,0.45,-0.653,0.492,0.458,-0.654,0.746,0.957,-0.229,0.319,0.929,-0.316
199,0.537,0.525,-0.697,0.575,0.45,-0.653,0.492,0.458,-0.654,0.746,0.957,-0.23,0.319,0.929,-0.316
200,0.537,0.525,-0.683,0.575,0.45,-0.639,0.492,0.458,-0.639,0.746,0.957,-0.228,0.319,0.928,-0.311
201,0.537,0.525,-0.664,0.575,0.45,-0.622,0.492,0.458,-0.621,0.746,0.958,-0.223,0.319,0.928,-0.303
202,0.537,0.525,-0.65,0.575,0.45,-0.609,0.492,0.458,-0.607,0.746,0.958,-0.222,0.32,0.926,-0.293
203,0.537,0.525,-0.637,0.575,0.45,-0.597,0.492,0.458,-0.594,0.746,0.958,-0.216,0.32,0.925,-0.285
204,0.537,0.525,-0.64,0.575,0.45,-0.599,0.492,0.458,-0.598,0.746,0.958,-0.212,0.32,0.925,-0.286
205,0.537,0.525,-0.651,0.575,0.45,-0.606,0.492,0.458,-0.608,0.746,0.958,-0.21,0.32,0.925,-0.292
