frame,nose_x,nose_y,nose_z,left_eye_x,left_eye_y,left_eye_z,right_eye_x,right_eye_y,right_eye_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z
108,0.549,0.413,-1.004,0.589,0.334,-0.941,0.504,0.339,-0.956,0.747,0.833,-0.243,0.326,0.837,-0.404
109,0.548,0.413,-0.972,0.588,0.335,-0.913,0.504,0.339,-0.925,0.747,0.833,-0.241,0.327,0.837,-0.399
110,0.548,0.413,-0.968,0.588,0.335,-0.909,0.503,0.339,-0.92,0.748,0.834,-0.242,0.327,0.837,-0.396
111,0.548,0.413,-0.961,0.588,0.335,-0.902,0.503,0.339,-0.912,0.748,0.834,-0.243,0.328,0.837,-0.386
112,0.548,0.413,-0.956,0.588,0.335,-0.895,0.503,0.34,-0.906,0.748,0.834,-0.243,0.328,0.837,-0.382
113,0.547,0.414,-0.957,0.588,0.335,-0.896,0.503,0.341,-0.909,0.748,0.832,-0.245,0.329,0.837,-0.368
114,0.547,0.415,-0.957,0.587,0.336,-0.896,0.502,0.342,-0.907,0.748,0.831,-0.252,0.329,0.837,-0.361
115,0.547,0.415,-0.959,0.587,0.336,-0.898,0.502,0.342,-0.909,0.748,0.827,-0.261,0.329,0.836,-0.364
116,0.547,0.416,-0.99,0.587,0.337,-0.932,0.502,0.343,-0.94,0.748,0.826,-0.282,0.329,0.836,-0.371
117,0.547,0.42,-0.989,0.587,0.339,-0.932,0.502,0.346,-0.94,0.748,0.822,-0.288,0.33,0.835,-0.371
118,0.546,0.423,-0.989,0.587,0.341,-0.932,0.502,0.347,-0.941,0.747,0.818,-0.292,0.33,0.833,-0.372
119,0.546,0.424,-1.006,0.587,0.342,-0.952,0.502,0.348,-0.959,0.747,0.814,-0.305,0.33,0.83,-0.37
120,0.546,0.424,-1.003,0.587,0.342,-0.948,0.502,0.348,-0.956,0.746,0.812,-0.304,0.33,0.83,-0.372
121,0.546,0.425,-0.997,0.587,0.343,-0.943,0.502,0.348,-0.952,0.744,0.802,-0.3,0.329,0.83,-0.371
122,0.546,0.426,-0.996,0.587,0.343,-0.942,0.502,0.348,-0.951,0.744,0.794,-0.3,0.329,0.831,-0.362
123,0.546,0.427,-0.976,0.587,0.343,-0.923,0.502,0.348,-0.929,0.744,0.793,-0.3,0.329,0.831,-0.346
124,0.546,0.427,-0.993,0.587,0.343,-0.941,0.502,0.349,-0.947,0.746,0.794,-0.306,0.329,0.831,-0.349
125,0.547,0.427,-0.997,0.588,0.343,-0.943,0.502,0.349,-0.948,0.746,0.795,-0.305,0.324,0.833,-0.34
126,0.547,0.427,-1.012,0.588,0.343,-0.956,0.502,0.349,-0.965,0.747,0.795,-0.299,0.323,0.834,-0.355
127,0.547,0.427,-1.01,0.589,0.344,-0.954,0.502,0.349,-0.963,0.747,0.797,-0.298,0.323,0.834,-0.357
128,0.548,0.427,-1.01,0.591,0.344,-0.953,0.502,0.348,-0.962,0.747,0.8,-0.292,0.323,0.834,-0.357
129,0.549,0.427,-1.017,0.592,0.343,-0.958,0.503,0.348,-0.969,0.748,0.804,-0.292,0.323,0.834,-0.362
130,0.551,0.427,-1.013,0.594,0.343,-0.953,0.504,0.348,-0.964,0.748,0.804,-0.285,0.322,0.834,-0.36
131,0.552,0.427,-0.99,0.594,0.343,-0.932,0.504,0.347,-0.943,0.748,0.805,-0.279,0.322,0.834,-0.358
132,0.552,0.427,-0.99,0.594,0.344,-0.932,0.504,0.347,-0.943,0.748,0.805,-0.28,0.322,0.834,-0.358
133,0.552,0.428,-0.993,0.594,0.344,-0.935,0.504,0.347,-0.946,0.749,0.806,-0.283,0.322,0.834,-0.358
134,0.552,0.428,-0.98,0.594,0.344,-0.923,0.504,0.347,-0.935,0.749,0.806,-0.279,0.322,0.834,-0.356
135,0.552,0.428,-0.978,0.595,0.344,-0.921,0.504,0.347,-0.933,0.749,0.806,-0.279,0.322,0.834,-0.356
136,0.552,0.428,-0.977,0.595,0.345,-0.92,0.504,0.347,-0.931,0.749,0.809,-0.278,0.322,0.834,-0.353
137,0.552,0.428,-0.977,0.595,0.345,-0.92,0.505,0.347,-0.932,0.749,0.809,-0.274,0.322,0.834,-0.36
138,0.552,0.428,-0.996,0.596,0.345,-0.937,0.505,0.347,-0.951,0.748,0.809,-0.273,0.322,0.834,-0.374
139,0.553,0.427,-0.997,0.596,0.344,-0.937,0.505,0.347,-0.951,0.748,0.809,-0.267,0.322,0.834,-0.375
140,0.553,0.427,-0.999,0.596,0.344,-0.939,0.505,0.346,-0.952,0.748,0.811,-0.268,0.321,0.834,-0.38
141,0.553,0.428,-1.005,0.596,0.345,-0.944,0.505,0.346,-0.958,0.748,0.813,-0.268,0.321,0.834,-0.388
142,0.553,0.428,-1.017,0.596,0.345,-0.957,0.505,0.347,-0.97,0.749,0.816,-0.278,0.321,0.835,-0.394
143,0.552,0.427,-1.024,0.595,0.345,-0.962,0.505,0.347,-0.976,0.749,0.816,-0.276,0.32,0.835,-0.393
144,0.551,0.427,-1.035,0.594,0.344,-0.973,0.504,0.347,-0.985,0.749,0.816,-0.284,0.321,0.835,-0.391
145,0.55,0.427,-1.033,0.592,0.344,-0.973,0.503,0.347,-0.982,0.748,0.817,-0.285,0.321,0.835,-0.391
146,0.548,0.427,-1.002,0.59,0.344,-0.941,0.502,0.347,-0.948,0.747,0.815,-0.275,0.322,0.836,-0.37
147,0.547,0.427,-0.944,0.588,0.344,-0.884,0.501,0.347,-0.893,0.747,0.82,-0.251,0.323,0.836,-0.365
148,0.546,0.426,-0.947,0.587,0.344,-0.886,0.5,0.347,-0.895,0.746,0.821,-0.252,0.323,0.838,-0.363
149,0.546,0.426,-0.954,0.587,0.344,-0.893,0.5,0.347,-0.901,0.746,0.822,-0.253,0.323,0.839,-0.361
150,0.546,0.425,-0.955,0.586,0.344,-0.894,0.499,0.347,-0.902,0.745,0.821,-0.253,0.323,0.84,-0.36
151,0.545,0.425,-0.931,0.585,0.343,-0.869,0.499,0.347,-0.879,0.745,0.821,-0.238,0.323,0.841,-0.356
152,0.545,0.425,-0.934,0.584,0.343,-0.872,0.498,0.347,-0.882,0.745,0.82,-0.24,0.323,0.843,-0.354
153,0.544,0.425,-0.923,0.584,0.343,-0.864,0.498,0.347,-0.873,0.744,0.816,-0.241,0.323,0.844,-0.354
154,0.544,0.425,-0.929,0.583,0.343,-0.869,0.498,0.347,-0.879,0.744,0.816,-0.231,0.323,0.848,-0.353
155,0.543,0.425,-0.919,0.583,0.343,-0.859,0.497,0.347,-0.867,0.741,0.813,-0.229,0.322,0.849,-0.341
156,0.543,0.425,-0.921,0.582,0.343,-0.86,0.497,0.347,-0.869,0.741,0.812,-0.224,0.322,0.851,-0.342
157,0.542,0.425,-0.92,0.582,0.343,-0.857,0.497,0.347,-0.866,0.74,0.812,-0.208,0.322,0.851,-0.331
158,0.542,0.425,-0.923,0.582,0.344,-0.86,0.497,0.347,-0.87,0.739,0.812,-0.212,0.322,0.852,-0.332
159,0.542,0.425,-0.924,0.582,0.344,-0.86,0.497,0.347,-0.871,0.739,0.812,-0.214,0.322,0.853,-0.334
160,0.542,0.426,-0.922,0.582,0.344,-0.859,0.497,0.348,-0.868,0.74,0.813,-0.216,0.323,0.854,-0.334
161,0.542,0.426,-0.917,0.582,0.344,-0.853,0.497,0.348,-0.863,0.742,0.814,-0.216,0.324,0.854,-0.335
162,0.542,0.427,-0.914,0.583,0.344,-0.853,0.497,0.348,-0.862,0.742,0.814,-0.228,0.324,0.854,-0.335
163,0.543,0.427,-0.821,0.583,0.344,-0.766,0.497,0.349,-0.774,0.742,0.811,-0.21,0.325,0.854,-0.303
164,0.543,0.428,-0.805,0.584,0.344,-0.754,0.497,0.349,-0.759,0.743,0.81,-0.21,0.325,0.854,-0.298
165,0.543,0.428,-0.731,0.584,0.344,-0.682,0.497,0.349,-0.687,0.744,0.81,-0.195,0.326,0.854,-0.274
166,0.543,0.428,-0.729,0.585,0.344,-0.68,0.497,0.349,-0.684,0.745,0.812,-0.198,0.326,0.854,-0.267
167,0.543,0.428,-0.745,0.585,0.344,-0.695,0.498,0.349,-0.699,0.746,0.815,-0.2,0.326,0.854,-0.273
168,0.544,0.428,-0.752,0.585,0.344,-0.702,0.498,0.349,-0.706,0.747,0.816,-0.201,0.327,0.854,-0.276
169,0.544,0.428,-0.744,0.586,0.344,-0.696,0.498,0.349,-0.7,0.746,0.816,-0.203,0.327,0.853,-0.274
170,0.544,0.428,-0.738,0.586,0.344,-0.689,0.499,0.349,-0.694,0.747,0.815,-0.201,0.327,0.852,-0.274
171,0.544,0.428,-0.738,0.586,0.345,-0.689,0.499,0.35,-0.692,0.747,0.815,-0.202,0.327,0.852,-0.271
172,0.544,0.429,-0.742,0.586,0.345,-0.692,0.499,0.35,-0.696,0.747,0.815,-0.201,0.327,0.852,-0.272
173,0.544,0.429,-0.745,0.586,0.345,-0.693,0.499,0.35,-0.698,0.747,0.815,-0.191,0.327,0.852,-0.27
174,0.544,0.428,-0.811,0.586,0.343,-0.751,0.498,0.349,-0.758,0.747,0.816,-0.193,0.327,0.852,-0.288
175,0.544,0.427,-0.863,0.586,0.343,-0.802,0.498,0.349,-0.81,0.746,0.816,-0.197,0.327,0.852,-0.307
176,0.544,0.427,-0.877,0.585,0.343,-0.816,0.498,0.349,-0.824,0.746,0.815,-0.203,0.327,0.853,-0.318
177,0.544,0.427,-0.881,0.585,0.343,-0.82,0.498,0.349,-0.828,0.746,0.815,-0.203,0.326,0.853,-0.32
178,0.544,0.427,-0.883,0.584,0.343,-0.823,0.498,0.349,-0.83,0.745,0.815,-0.205,0.326,0.853,-0.328
179,0.543,0.427,-0.89,0.584,0.343,-0.828,0.497,0.349,-0.836,0.745,0.816,-0.205,0.326,0.853,-0.329
180,0.543,0.427,-0.898,0.584,0.343,-0.835,0.497,0.349,-0.844,0.745,0.817,-0.204,0.325,0.853,-0.33
181,0.543,0.427,-0.888,0.583,0.343,-0.826,0.497,0.349,-0.835,0.745,0.818,-0.193,0.325,0.854,-0.327
182,0.543,0.427,-0.887,0.583,0.343,-0.825,0.497,0.349,-0.833,0.745,0.818,-0.193,0.325,0.854,-0.318
183,0.543,0.427,-0.884,0.583,0.343,-0.822,0.497,0.349,-0.831,0.745,0.818,-0.192,0.324,0.854,-0.307
184,0.543,0.427,-0.885,0.583,0.344,-0.823,0.497,0.349,-0.831,0.745,0.819,-0.193,0.324,0.853,-0.307
185,0.543,0.427,-0.881,0.583,0.344,-0.818,0.497,0.349,-0.826,0.745,0.82,-0.193,0.324,0.853,-0.3
186,0.543,0.427,-0.88,0.583,0.344,-0.818,0.497,0.349,-0.826,0.744,0.82,-0.194,0.324,0.852,-0.295
187,0.543,0.427,-0.87,0.583,0.344,-0.81,0.497,0.349,-0.815,0.744,0.82,-0.201,0.324,0.851,-0.292
188,0.543,0.427,-0.837,0.583,0.344,-0.783,0.497,0.349,-0.787,0.744,0.82,-0.208,0.324,0.849,-0.289
189,0.543,0.427,-0.84,0.583,0.344,-0.785,0.497,0.349,-0.789,0.744,0.82,-0.208,0.324,0.847,-0.29
190,0.543,0.426,-0.854,0.583,0.344,-0.797,0.497,0.349,-0.802,0.744,0.82,-0.208,0.325,0.842,-0.29
191,0.543,0.426,-0.854,0.583,0.343,-0.797,0.497,0.348,-0.802,0.744,0.82,-0.208,0.325,0.841,-0.29
192,0.543,0.426,-0.839,0.584,0.343,-0.787,0.497,0.348,-0.792,0.744,0.82,-0.218,0.325,0.839,-0.294
193,0.543,0.426,-0.852,0.584,0.343,-0.8,0.497,0.348,-0.806,0.744,0.819,-0.218,0.325,0.835,-0.301
194,0.543,0.426,-0.898,0.584,0.343,-0.842,0.497,0.348,-0.848,0.744,0.816,-0.233,0.325,0.834,-0.313
195,0.543,0.426,-0.907,0.584,0.343,-0.851,0.497,0.348,-0.858,0.744,0.813,-0.234,0.326,0.832,-0.316
196,0.543,0.426,-0.907,0.584,0.343,-0.849,0.498,0.348,-0.856,0.745,0.812,-0.234,0.326,0.831,-0.315
197,0.543,0.425,-0.908,0.584,0.343,-0.849,0.498,0.348,-0.855,0.744,0.808,-0.233,0.327,0.83,-0.305
198,0.543,0.424,-0.893,0.584,0.341,-0.837,0.498,0.346,-0.842,0.744,0.802,-0.231,0.327,0.829,-0.302
199,0.544,0.422,-0.875,0.584,0.34,-0.819,0.498,0.344,-0.824,0.744,0.8,-0.23,0.327,0.828,-0.301
200,0.544,0.42,-0.863,0.585,0.338,-0.806,0.498,0.343,-0.812,0.744,0.8,-0.222,0.327,0.828,-0.3
201,0.544,0.419,-0.845,0.585,0.337,-0.787,0.498,0.342,-0.794,0.744,0.8,-0.208,0.327,0.828,-0.299
202,0.546,0.414,-0.848,0.587,0.334,-0.789,0.5,0.336,-0.797,0.744,0.8,-0.208,0.327,0.828,-0.302
203,0.548,0.408,-0.816,0.588,0.329,-0.76,0.502,0.33,-0.768,0.745,0.803,-0.208,0.328,0.827,-0.306
204,0.55,0.404,-0.822,0.59,0.326,-0.766,0.503,0.327,-0.775,0.746,0.805,-0.206,0.328,0.826,-0.319
205,0.552,0.399,-0.891,0.592,0.322,-0.825,0.505,0.323,-0.838,0.747,0.81,-0.215,0.328,0.826,-0.356
