frame,nose_x,nose_y,nose_z,left_eye_x,left_eye_y,left_eye_z,right_eye_x,right_eye_y,right_eye_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z
42,0.546,0.236,-0.816,0.594,0.16,-0.761,0.499,0.163,-0.762,0.785,0.75,-0.272,0.3,0.74,-0.388
43,0.545,0.236,-0.823,0.593,0.159,-0.767,0.499,0.163,-0.769,0.786,0.751,-0.274,0.3,0.742,-0.389
44,0.545,0.235,-0.836,0.593,0.159,-0.779,0.498,0.163,-0.78,0.786,0.751,-0.278,0.3,0.745,-0.393
45,0.544,0.235,-0.884,0.592,0.159,-0.823,0.498,0.163,-0.824,0.785,0.748,-0.288,0.3,0.746,-0.393
46,0.544,0.235,-0.88,0.592,0.159,-0.821,0.498,0.163,-0.822,0.785,0.748,-0.293,0.299,0.747,-0.387
47,0.545,0.235,-0.898,0.592,0.16,-0.838,0.498,0.163,-0.836,0.784,0.748,-0.306,0.299,0.747,-0.385
48,0.545,0.235,-0.907,0.592,0.16,-0.846,0.499,0.163,-0.847,0.784,0.749,-0.308,0.297,0.747,-0.395
49,0.545,0.236,-0.93,0.592,0.161,-0.868,0.499,0.163,-0.87,0.784,0.749,-0.312,0.297,0.748,-0.413
50,0.545,0.236,-0.976,0.592,0.162,-0.906,0.499,0.163,-0.912,0.785,0.751,-0.29,0.296,0.749,-0.441
51,0.545,0.237,-1.001,0.592,0.162,-0.93,0.499,0.163,-0.938,0.785,0.753,-0.288,0.295,0.751,-0.46
52,0.545,0.237,-1.046,0.592,0.162,-0.974,0.499,0.164,-0.978,0.786,0.754,-0.318,0.295,0.751,-0.461
53,0.545,0.238,-1.02,0.592,0.163,-0.949,0.499,0.164,-0.955,0.786,0.754,-0.317,0.295,0.753,-0.459
54,0.545,0.238,-0.96,0.592,0.163,-0.896,0.499,0.164,-0.898,0.786,0.756,-0.316,0.295,0.753,-0.452
55,0.545,0.238,-0.972,0.592,0.163,-0.907,0.499,0.164,-0.909,0.786,0.758,-0.327,0.294,0.753,-0.449
56,0.545,0.238,-0.973,0.592,0.163,-0.908,0.499,0.164,-0.911,0.785,0.757,-0.328,0.294,0.753,-0.448
57,0.545,0.237,-0.972,0.592,0.163,-0.906,0.5,0.164,-0.91,0.785,0.757,-0.327,0.294,0.754,-0.446
58,0.546,0.237,-0.968,0.592,0.163,-0.903,0.5,0.164,-0.908,0.785,0.757,-0.325,0.294,0.755,-0.448
59,0.546,0.236,-0.934,0.593,0.163,-0.872,0.5,0.164,-0.875,0.785,0.757,-0.329,0.294,0.754,-0.438
60,0.546,0.235,-0.917,0.593,0.163,-0.858,0.5,0.164,-0.859,0.784,0.755,-0.333,0.294,0.754,-0.411
61,0.546,0.235,-0.9,0.593,0.163,-0.842,0.5,0.163,-0.843,0.784,0.755,-0.332,0.294,0.754,-0.409
62,0.546,0.234,-0.902,0.593,0.163,-0.843,0.5,0.163,-0.844,0.783,0.754,-0.335,0.294,0.754,-0.411
63,0.546,0.234,-0.901,0.593,0.162,-0.841,0.501,0.163,-0.843,0.783,0.753,-0.331,0.294,0.754,-0.409
64,0.546,0.233,-0.861,0.593,0.162,-0.803,0.5,0.162,-0.804,0.783,0.752,-0.321,0.294,0.754,-0.392
65,0.546,0.232,-0.848,0.593,0.161,-0.79,0.5,0.162,-0.791,0.783,0.752,-0.309,0.295,0.755,-0.387
66,0.546,0.232,-0.912,0.593,0.16,-0.85,0.5,0.161,-0.852,0.783,0.751,-0.315,0.296,0.755,-0.407
67,0.546,0.231,-0.922,0.593,0.159,-0.859,0.5,0.16,-0.862,0.783,0.751,-0.317,0.297,0.756,-0.423
68,0.546,0.23,-0.921,0.593,0.158,-0.858,0.5,0.159,-0.862,0.783,0.75,-0.316,0.298,0.756,-0.422
69,0.546,0.23,-0.927,0.593,0.158,-0.863,0.499,0.159,-0.867,0.783,0.75,-0.316,0.298,0.756,-0.422
70,0.546,0.23,-0.952,0.593,0.158,-0.886,0.499,0.158,-0.89,0.783,0.75,-0.318,0.299,0.756,-0.425
71,0.546,0.23,-0.938,0.593,0.158,-0.874,0.499,0.158,-0.877,0.783,0.751,-0.317,0.299,0.755,-0.42
72,0.546,0.23,-0.95,0.593,0.158,-0.886,0.499,0.159,-0.888,0.782,0.751,-0.333,0.299,0.755,-0.417
73,0.546,0.23,-0.983,0.592,0.158,-0.916,0.498,0.159,-0.917,0.782,0.751,-0.336,0.3,0.753,-0.416
74,0.545,0.23,-0.973,0.592,0.158,-0.908,0.498,0.159,-0.908,0.782,0.751,-0.338,0.3,0.75,-0.406
75,0.545,0.231,-0.981,0.592,0.158,-0.918,0.498,0.159,-0.916,0.782,0.751,-0.347,0.3,0.75,-0.405
76,0.545,0.231,-0.977,0.592,0.158,-0.914,0.497,0.159,-0.913,0.783,0.751,-0.351,0.3,0.749,-0.405
77,0.545,0.231,-0.981,0.592,0.159,-0.918,0.497,0.159,-0.917,0.783,0.751,-0.353,0.301,0.749,-0.409
78,0.545,0.231,-1.012,0.592,0.159,-0.949,0.497,0.159,-0.95,0.783,0.751,-0.357,0.301,0.748,-0.421
79,0.545,0.231,-1.004,0.592,0.159,-0.942,0.497,0.159,-0.942,0.782,0.751,-0.356,0.301,0.748,-0.42
80,0.545,0.232,-1.006,0.592,0.159,-0.947,0.497,0.16,-0.946,0.782,0.75,-0.362,0.301,0.748,-0.42
81,0.544,0.233,-1.014,0.591,0.16,-0.956,0.497,0.16,-0.955,0.782,0.75,-0.369,0.301,0.747,-0.426
82,0.544,0.233,-1.012,0.591,0.16,-0.953,0.496,0.16,-0.952,0.783,0.75,-0.371,0.301,0.747,-0.432
83,0.543,0.233,-0.99,0.591,0.16,-0.936,0.496,0.16,-0.934,0.783,0.75,-0.37,0.301,0.747,-0.431
84,0.542,0.235,-0.992,0.591,0.161,-0.936,0.496,0.162,-0.935,0.785,0.754,-0.367,0.301,0.75,-0.435
85,0.542,0.238,-1.031,0.59,0.163,-0.97,0.496,0.164,-0.968,0.787,0.757,-0.367,0.301,0.751,-0.437
86,0.542,0.239,-1.025,0.59,0.164,-0.964,0.496,0.164,-0.963,0.79,0.763,-0.366,0.302,0.752,-0.437
87,0.542,0.239,-1.054,0.59,0.164,-0.992,0.496,0.165,-0.991,0.791,0.764,-0.373,0.302,0.752,-0.446
88,0.542,0.24,-1.117,0.59,0.165,-1.054,0.496,0.165,-1.054,0.791,0.764,-0.393,0.303,0.752,-0.467
89,0.542,0.241,-1.113,0.59,0.165,-1.051,0.496,0.166,-1.05,0.792,0.765,-0.393,0.303,0.752,-0.464
90,0.542,0.242,-1.108,0.59,0.166,-1.042,0.496,0.167,-1.041,0.792,0.765,-0.384,0.303,0.751,-0.451
91,0.541,0.243,-1.101,0.59,0.166,-1.038,0.495,0.167,-1.036,0.793,0.765,-0.386,0.303,0.751,-0.45
92,0.541,0.243,-1.09,0.59,0.166,-1.028,0.495,0.168,-1.026,0.794,0.764,-0.385,0.303,0.752,-0.445
93,0.541,0.243,-1.075,0.59,0.166,-1.013,0.494,0.168,-1.01,0.795,0.764,-0.381,0.303,0.752,-0.433
94,0.54,0.243,-1.059,0.59,0.166,-0.996,0.494,0.168,-0.997,0.795,0.764,-0.361,0.304,0.753,-0.432
95,0.54,0.243,-1.101,0.59,0.166,-1.038,0.494,0.168,-1.038,0.795,0.763,-0.374,0.304,0.753,-0.44
96,0.54,0.243,-1.092,0.59,0.166,-1.031,0.494,0.168,-1.03,0.795,0.763,-0.366,0.304,0.753,-0.443
97,0.54,0.243,-1.088,0.59,0.166,-1.026,0.494,0.168,-1.027,0.794,0.762,-0.346,0.304,0.753,-0.456
98,0.54,0.243,-1.088,0.59,0.167,-1.026,0.494,0.168,-1.026,0.794,0.761,-0.347,0.304,0.752,-0.455
99,0.54,0.243,-1.087,0.59,0.167,-1.025,0.494,0.168,-1.026,0.794,0.762,-0.345,0.304,0.751,-0.462
100,0.54,0.243,-1.086,0.59,0.167,-1.023,0.494,0.168,-1.025,0.794,0.762,-0.344,0.304,0.751,-0.465
101,0.54,0.244,-1.094,0.59,0.167,-1.03,0.494,0.168,-1.033,0.794,0.762,-0.34,0.305,0.75,-0.475
102,0.54,0.244,-1.059,0.589,0.167,-0.997,0.494,0.168,-0.999,0.794,0.762,-0.338,0.305,0.75,-0.467
103,0.54,0.244,-1.065,0.589,0.167,-1.002,0.494,0.168,-1.004,0.794,0.762,-0.338,0.305,0.749,-0.466
104,0.54,0.244,-1.055,0.589,0.167,-0.992,0.494,0.168,-0.994,0.794,0.762,-0.338,0.305,0.749,-0.462
105,0.54,0.244,-1.053,0.589,0.167,-0.991,0.493,0.168,-0.992,0.794,0.762,-0.339,0.305,0.748,-0.457
106,0.54,0.244,-1.054,0.589,0.167,-0.992,0.494,0.169,-0.993,0.795,0.763,-0.339,0.305,0.748,-0.455
107,0.54,0.244,-1.065,0.589,0.167,-1.003,0.494,0.169,-1.003,0.795,0.763,-0.341,0.305,0.747,-0.456
108,0.54,0.244,-1.086,0.589,0.167,-1.024,0.494,0.169,-1.023,0.795,0.763,-0.355,0.306,0.747,-0.46
109,0.54,0.244,-1.086,0.589,0.167,-1.024,0.494,0.169,-1.024,0.795,0.763,-0.357,0.306,0.747,-0.46
110,0.54,0.244,-1.095,0.589,0.168,-1.033,0.494,0.169,-1.033,0.795,0.763,-0.364,0.305,0.747,-0.464
111,0.54,0.244,-1.095,0.589,0.168,-1.032,0.494,0.169,-1.033,0.795,0.764,-0.363,0.306,0.748,-0.466
112,0.54,0.244,-1.114,0.589,0.168,-1.05,0.494,0.169,-1.052,0.795,0.764,-0.364,0.306,0.748,-0.481
113,0.539,0.244,-1.116,0.589,0.168,-1.053,0.493,0.169,-1.054,0.795,0.764,-0.365,0.305,0.748,-0.479
114,0.539,0.244,-1.113,0.589,0.168,-1.05,0.493,0.169,-1.051,0.795,0.764,-0.365,0.305,0.748,-0.48
115,0.539,0.244,-1.11,0.589,0.168,-1.048,0.493,0.169,-1.05,0.795,0.764,-0.359,0.305,0.748,-0.48
116,0.539,0.244,-1.087,0.589,0.168,-1.024,0.493,0.168,-1.028,0.795,0.764,-0.35,0.305,0.748,-0.479
117,0.539,0.244,-1.053,0.589,0.168,-0.993,0.493,0.168,-0.995,0.795,0.764,-0.349,0.305,0.748,-0.47
118,0.539,0.244,-1.088,0.589,0.168,-1.026,0.493,0.168,-1.028,0.795,0.764,-0.355,0.305,0.748,-0.474
119,0.539,0.244,-1.089,0.589,0.167,-1.027,0.493,0.168,-1.028,0.795,0.764,-0.359,0.305,0.748,-0.474
120,0.539,0.244,-1.088,0.589,0.168,-1.027,0.493,0.168,-1.028,0.795,0.764,-0.36,0.305,0.748,-0.469
121,0.539,0.243,-1.07,0.589,0.167,-1.008,0.493,0.168,-1.01,0.795,0.764,-0.345,0.305,0.748,-0.468
122,0.539,0.243,-1.068,0.589,0.167,-1.006,0.493,0.168,-1.008,0.794,0.763,-0.344,0.305,0.748,-0.453
123,0.539,0.243,-1.043,0.589,0.167,-0.982,0.493,0.168,-0.984,0.794,0.762,-0.332,0.305,0.748,-0.432
124,0.539,0.243,-1.05,0.589,0.167,-0.988,0.493,0.168,-0.988,0.794,0.762,-0.335,0.305,0.748,-0.436
125,0.539,0.243,-1.053,0.589,0.167,-0.991,0.493,0.168,-0.992,0.794,0.762,-0.336,0.305,0.748,-0.439
126,0.539,0.243,-1.04,0.589,0.167,-0.981,0.493,0.168,-0.978,0.793,0.761,-0.349,0.305,0.748,-0.414
127,0.539,0.242,-1.024,0.589,0.167,-0.965,0.493,0.167,-0.962,0.793,0.761,-0.347,0.305,0.747,-0.41
128,0.539,0.242,-1.01,0.589,0.166,-0.95,0.493,0.167,-0.946,0.793,0.761,-0.347,0.305,0.747,-0.391
129,0.539,0.242,-1.001,0.589,0.166,-0.941,0.493,0.167,-0.937,0.793,0.761,-0.35,0.305,0.748,-0.393
130,0.539,0.242,-1.007,0.589,0.166,-0.947,0.493,0.167,-0.944,0.793,0.761,-0.35,0.305,0.749,-0.396
131,0.539,0.242,-1.011,0.589,0.166,-0.951,0.492,0.167,-0.949,0.793,0.761,-0.35,0.305,0.749,-0.4
132,0.539,0.241,-1.013,0.589,0.165,-0.952,0.492,0.167,-0.951,0.792,0.758,-0.351,0.305,0.751,-0.406
133,0.539,0.241,-1.015,0.589,0.165,-0.952,0.492,0.167,-0.951,0.792,0.757,-0.347,0.305,0.752,-0.407
134,0.539,0.241,-1.03,0.589,0.165,-0.965,0.492,0.167,-0.966,0.792,0.756,-0.348,0.305,0.752,-0.415
135,0.54,0.241,-1.059,0.589,0.164,-0.991,0.492,0.167,-0.994,0.792,0.756,-0.349,0.305,0.755,-0.446
136,0.54,0.241,-1.023,0.589,0.164,-0.956,0.492,0.167,-0.959,0.792,0.756,-0.348,0.304,0.755,-0.442
137,0.54,0.241,-1.032,0.589,0.164,-0.965,0.492,0.167,-0.967,0.792,0.756,-0.352,0.303,0.755,-0.443
138,0.54,0.241,-1.029,0.589,0.164,-0.962,0.492,0.167,-0.964,0.791,0.757,-0.352,0.302,0.755,-0.443
139,0.54,0.241,-1.028,0.589,0.164,-0.962,0.492,0.167,-0.965,0.791,0.757,-0.351,0.302,0.756,-0.447
140,0.54,0.24,-1.012,0.589,0.164,-0.947,0.492,0.167,-0.951,0.791,0.757,-0.329,0.302,0.756,-0.448
141,0.54,0.24,-1.012,0.589,0.164,-0.947,0.492,0.167,-0.951,0.791,0.757,-0.33,0.302,0.756,-0.448
142,0.54,0.241,-1.008,0.589,0.164,-0.943,0.492,0.167,-0.948,0.79,0.756,-0.321,0.302,0.757,-0.45
143,0.54,0.24,-0.992,0.589,0.164,-0.929,0.492,0.167,-0.934,0.79,0.756,-0.322,0.302,0.758,-0.45
144,0.54,0.24,-0.987,0.589,0.163,-0.923,0.491,0.167,-0.929,0.79,0.756,-0.32,0.302,0.758,-0.45
145,0.54,0.24,-0.972,0.589,0.163,-0.912,0.491,0.166,-0.914,0.79,0.755,-0.323,0.301,0.757,-0.444
146,0.54,0.24,-0.969,0.589,0.163,-0.908,0.491,0.166,-0.911,0.789,0.754,-0.324,0.301,0.757,-0.439
147,0.54,0.24,-0.902,0.589,0.163,-0.845,0.491,0.167,-0.847,0.789,0.754,-0.314,0.301,0.757,-0.416
148,0.54,0.24,-0.923,0.589,0.163,-0.863,0.491,0.167,-0.866,0.789,0.754,-0.312,0.301,0.757,-0.418
149,0.54,0.241,-0.913,0.589,0.163,-0.852,0.491,0.167,-0.858,0.789,0.754,-0.281,0.302,0.756,-0.417
150,0.54,0.241,-0.896,0.589,0.163,-0.838,0.491,0.167,-0.84,0.789,0.754,-0.284,0.302,0.756,-0.399
151,0.54,0.241,-0.907,0.589,0.163,-0.848,0.492,0.167,-0.85,0.789,0.754,-0.288,0.302,0.755,-0.399
152,0.541,0.241,-0.923,0.589,0.163,-0.863,0.492,0.167,-0.866,0.788,0.752,-0.29,0.303,0.755,-0.401
153,0.541,0.242,-0.922,0.589,0.164,-0.863,0.493,0.168,-0.866,0.788,0.752,-0.292,0.303,0.755,-0.401
154,0.541,0.243,-0.872,0.588,0.165,-0.819,0.493,0.17,-0.82,0.788,0.752,-0.281,0.304,0.755,-0.388
155,0.541,0.244,-0.856,0.588,0.166,-0.803,0.493,0.171,-0.802,0.788,0.751,-0.281,0.304,0.755,-0.367
156,0.541,0.245,-0.86,0.588,0.167,-0.806,0.494,0.172,-0.806,0.788,0.752,-0.277,0.305,0.754,-0.366
157,0.542,0.246,-0.868,0.588,0.167,-0.814,0.494,0.172,-0.815,0.788,0.752,-0.285,0.305,0.754,-0.37
158,0.542,0.247,-0.877,0.588,0.168,-0.823,0.494,0.173,-0.823,0.788,0.752,-0.294,0.305,0.755,-0.373
159,0.542,0.247,-0.893,0.588,0.168,-0.838,0.494,0.173,-0.84,0.788,0.751,-0.288,0.305,0.755,-0.379
160,0.542,0.247,-0.88,0.588,0.168,-0.825,0.494,0.173,-0.826,0.788,0.752,-0.288,0.305,0.755,-0.371
161,0.542,0.247,-0.935,0.588,0.168,-0.875,0.494,0.173,-0.874,0.788,0.752,-0.314,0.305,0.755,-0.381
162,0.542,0.247,-0.932,0.588,0.168,-0.872,0.494,0.173,-0.872,0.788,0.752,-0.309,0.305,0.755,-0.381
163,0.542,0.247,-0.915,0.588,0.168,-0.857,0.494,0.173,-0.854,0.789,0.753,-0.309,0.305,0.755,-0.375
164,0.542,0.247,-0.913,0.588,0.168,-0.856,0.494,0.173,-0.853,0.789,0.754,-0.309,0.305,0.755,-0.38
165,0.542,0.246,-0.949,0.588,0.168,-0.888,0.495,0.173,-0.89,0.79,0.754,-0.309,0.305,0.756,-0.411
166,0.542,0.246,-0.943,0.588,0.168,-0.883,0.495,0.173,-0.884,0.79,0.755,-0.309,0.305,0.756,-0.409
167,0.542,0.246,-0.956,0.588,0.168,-0.895,0.495,0.173,-0.899,0.79,0.756,-0.309,0.305,0.756,-0.431
168,0.542,0.246,-0.943,0.588,0.169,-0.885,0.495,0.173,-0.886,0.79,0.756,-0.312,0.305,0.755,-0.419
169,0.542,0.246,-0.937,0.588,0.169,-0.879,0.495,0.173,-0.88,0.79,0.756,-0.314,0.305,0.755,-0.417
170,0.542,0.246,-0.922,0.588,0.169,-0.865,0.495,0.173,-0.865,0.789,0.756,-0.315,0.304,0.755,-0.411
171,0.542,0.246,-0.922,0.588,0.169,-0.865,0.495,0.173,-0.865,0.788,0.755,-0.315,0.304,0.755,-0.401
172,0.542,0.246,-0.914,0.588,0.169,-0.856,0.495,0.173,-0.856,0.788,0.755,-0.314,0.305,0.756,-0.398
173,0.542,0.246,-0.865,0.587,0.169,-0.809,0.495,0.173,-0.808,0.788,0.755,-0.3,0.305,0.757,-0.379
174,0.542,0.246,-0.874,0.587,0.169,-0.816,0.495,0.173,-0.816,0.788,0.755,-0.297,0.305,0.758,-0.374
175,0.542,0.246,-0.877,0.587,0.169,-0.822,0.495,0.173,-0.818,0.788,0.755,-0.307,0.304,0.758,-0.372
176,0.542,0.246,-0.942,0.587,0.169,-0.885,0.495,0.173,-0.882,0.788,0.755,-0.325,0.304,0.759,-0.384
177,0.542,0.246,-0.939,0.587,0.169,-0.88,0.495,0.173,-0.878,0.789,0.755,-0.331,0.304,0.759,-0.385
178,0.541,0.245,-0.938,0.586,0.169,-0.878,0.495,0.173,-0.878,0.789,0.754,-0.332,0.304,0.759,-0.382
179,0.541,0.245,-0.9,0.586,0.168,-0.843,0.494,0.173,-0.84,0.789,0.754,-0.329,0.304,0.76,-0.379
180,0.541,0.245,-0.89,0.586,0.168,-0.835,0.494,0.173,-0.832,0.789,0.755,-0.328,0.304,0.76,-0.38
181,0.541,0.245,-0.877,0.586,0.168,-0.824,0.494,0.173,-0.821,0.789,0.755,-0.324,0.304,0.76,-0.38
182,0.54,0.246,-0.86,0.586,0.168,-0.807,0.494,0.173,-0.804,0.789,0.755,-0.322,0.304,0.76,-0.37
183,0.539,0.246,-0.863,0.585,0.168,-0.81,0.493,0.174,-0.807,0.789,0.756,-0.32,0.304,0.761,-0.37
184,0.539,0.246,-0.867,0.585,0.169,-0.813,0.493,0.174,-0.811,0.789,0.757,-0.303,0.304,0.761,-0.371
185,0.539,0.247,-0.866,0.585,0.169,-0.811,0.493,0.174,-0.809,0.789,0.758,-0.302,0.304,0.761,-0.365
186,0.539,0.248,-0.897,0.585,0.169,-0.842,0.493,0.175,-0.841,0.79,0.758,-0.312,0.304,0.763,-0.39
187,0.539,0.249,-0.896,0.585,0.17,-0.842,0.493,0.176,-0.841,0.79,0.758,-0.316,0.304,0.764,-0.389
188,0.539,0.249,-0.906,0.585,0.17,-0.851,0.493,0.176,-0.85,0.79,0.757,-0.316,0.304,0.764,-0.388
189,0.539,0.25,-0.907,0.585,0.171,-0.851,0.493,0.177,-0.85,0.79,0.757,-0.316,0.304,0.763,-0.385
190,0.538,0.251,-0.889,0.585,0.171,-0.835,0.493,0.177,-0.832,0.79,0.756,-0.31,0.304,0.761,-0.371
191,0.538,0.251,-0.886,0.585,0.171,-0.831,0.493,0.177,-0.829,0.79,0.756,-0.307,0.304,0.76,-0.37
192,0.538,0.253,-0.904,0.585,0.172,-0.845,0.493,0.179,-0.844,0.79,0.756,-0.304,0.304,0.76,-0.37
193,0.538,0.253,-0.864,0.585,0.173,-0.808,0.493,0.179,-0.805,0.789,0.756,-0.299,0.305,0.76,-0.355
194,0.538,0.254,-0.875,0.584,0.173,-0.818,0.493,0.18,-0.816,0.79,0.756,-0.3,0.305,0.762,-0.363
195,0.538,0.253,-0.869,0.584,0.173,-0.815,0.493,0.18,-0.812,0.79,0.756,-0.307,0.305,0.762,-0.363
196,0.538,0.251,-0.877,0.584,0.172,-0.824,0.493,0.179,-0.821,0.79,0.756,-0.309,0.305,0.762,-0.37
197,0.538,0.25,-0.856,0.584,0.172,-0.804,0.493,0.178,-0.8,0.791,0.757,-0.309,0.305,0.763,-0.365
198,0.538,0.25,-0.852,0.584,0.172,-0.801,0.493,0.178,-0.797,0.791,0.757,-0.309,0.305,0.763,-0.355
199,0.538,0.249,-0.861,0.584,0.172,-0.81,0.493,0.178,-0.806,0.792,0.758,-0.311,0.305,0.763,-0.36
200,0.538,0.249,-0.854,0.584,0.171,-0.803,0.493,0.178,-0.797,0.793,0.759,-0.312,0.306,0.762,-0.352
201,0.538,0.248,-0.858,0.584,0.171,-0.806,0.493,0.177,-0.801,0.793,0.759,-0.315,0.306,0.762,-0.359
202,0.538,0.247,-0.86,0.584,0.17,-0.808,0.493,0.176,-0.803,0.794,0.761,-0.315,0.306,0.763,-0.366
203,0.538,0.246,-0.928,0.584,0.169,-0.871,0.493,0.174,-0.87,0.794,0.762,-0.333,0.306,0.763,-0.398
204,0.538,0.243,-0.939,0.584,0.166,-0.882,0.492,0.171,-0.881,0.794,0.761,-0.334,0.306,0.763,-0.405
