frame,nose_x,nose_y,nose_z,left_eye_x,left_eye_y,left_eye_z,right_eye_x,right_eye_y,right_eye_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z
35,0.552,0.371,-0.746,0.598,0.286,-0.697,0.504,0.284,-0.701,0.764,0.796,-0.199,0.324,0.794,-0.31
36,0.552,0.371,-0.746,0.598,0.286,-0.697,0.505,0.284,-0.701,0.764,0.798,-0.198,0.324,0.793,-0.31
37,0.552,0.371,-0.783,0.598,0.286,-0.729,0.505,0.284,-0.735,0.764,0.798,-0.198,0.324,0.792,-0.314
38,0.552,0.371,-0.746,0.598,0.286,-0.696,0.504,0.284,-0.7,0.764,0.798,-0.194,0.324,0.792,-0.305
39,0.552,0.371,-0.748,0.598,0.286,-0.697,0.504,0.284,-0.702,0.764,0.799,-0.194,0.324,0.792,-0.306
40,0.552,0.371,-0.746,0.598,0.286,-0.695,0.504,0.284,-0.7,0.763,0.8,-0.193,0.324,0.793,-0.306
41,0.552,0.371,-0.718,0.598,0.286,-0.668,0.504,0.284,-0.673,0.763,0.8,-0.185,0.324,0.793,-0.301
42,0.552,0.371,-0.775,0.598,0.286,-0.718,0.504,0.285,-0.727,0.763,0.8,-0.185,0.324,0.793,-0.316
43,0.552,0.371,-0.753,0.598,0.286,-0.699,0.504,0.285,-0.704,0.763,0.801,-0.186,0.323,0.793,-0.311
44,0.551,0.371,-0.761,0.598,0.286,-0.706,0.504,0.285,-0.71,0.763,0.801,-0.187,0.323,0.794,-0.31
45,0.551,0.372,-0.782,0.598,0.287,-0.726,0.504,0.286,-0.729,0.763,0.801,-0.202,0.323,0.794,-0.311
46,0.552,0.371,-0.804,0.598,0.287,-0.746,0.504,0.286,-0.752,0.763,0.802,-0.211,0.322,0.794,-0.327
47,0.554,0.371,-1.036,0.6,0.287,-0.964,0.505,0.286,-0.965,0.759,0.8,-0.272,0.324,0.794,-0.351
48,0.554,0.371,-0.962,0.601,0.287,-0.891,0.506,0.286,-0.899,0.747,0.789,-0.113,0.33,0.739,-0.36
49,0.555,0.372,-0.946,0.601,0.287,-0.871,0.507,0.286,-0.871,0.747,0.792,-0.12,0.342,0.744,-0.317
50,0.555,0.373,-1.01,0.601,0.287,-0.941,0.508,0.289,-0.933,0.748,0.789,-0.226,0.355,0.75,-0.296
51,0.556,0.374,-1.046,0.6,0.287,-0.972,0.508,0.292,-0.968,0.749,0.787,-0.27,0.353,0.753,-0.313
52,0.556,0.38,-1.177,0.599,0.288,-1.098,0.506,0.299,-1.1,0.749,0.78,-0.295,0.352,0.755,-0.375
53,0.556,0.384,-1.109,0.598,0.291,-1.038,0.503,0.306,-1.039,0.75,0.779,-0.311,0.351,0.761,-0.385
54,0.555,0.389,-1.099,0.597,0.296,-1.025,0.5,0.31,-1.027,0.75,0.779,-0.299,0.349,0.765,-0.378
55,0.552,0.394,-1.07,0.594,0.3,-1.0,0.497,0.314,-0.999,0.749,0.779,-0.29,0.348,0.763,-0.33
56,0.549,0.398,-0.97,0.592,0.302,-0.91,0.494,0.317,-0.905,0.746,0.776,-0.286,0.346,0.758,-0.296
57,0.547,0.399,-0.953,0.59,0.302,-0.893,0.493,0.319,-0.886,0.747,0.776,-0.281,0.345,0.759,-0.273
58,0.547,0.4,-1.082,0.589,0.302,-1.014,0.493,0.32,-1.007,0.747,0.776,-0.319,0.345,0.759,-0.286
59,0.546,0.4,-1.117,0.589,0.302,-1.048,0.493,0.319,-1.039,0.748,0.781,-0.356,0.345,0.762,-0.292
60,0.546,0.4,-1.1,0.588,0.302,-1.031,0.492,0.32,-1.026,0.749,0.782,-0.336,0.345,0.763,-0.325
61,0.545,0.401,-1.091,0.587,0.304,-1.022,0.492,0.321,-1.02,0.747,0.782,-0.331,0.344,0.763,-0.35
62,0.544,0.401,-1.133,0.586,0.304,-1.067,0.49,0.321,-1.059,0.749,0.782,-0.358,0.345,0.766,-0.355
63,0.544,0.401,-1.061,0.586,0.304,-0.993,0.491,0.321,-0.985,0.749,0.783,-0.296,0.347,0.767,-0.318
64,0.544,0.395,-0.987,0.587,0.3,-0.926,0.491,0.316,-0.915,0.751,0.786,-0.265,0.346,0.766,-0.309
65,0.543,0.393,-0.799,0.587,0.3,-0.744,0.491,0.31,-0.735,0.749,0.786,-0.132,0.346,0.72,-0.249
66,0.543,0.387,-0.887,0.588,0.298,-0.821,0.493,0.299,-0.825,0.744,0.786,-0.13,0.327,0.725,-0.303
67,0.542,0.387,-0.828,0.587,0.298,-0.774,0.493,0.3,-0.775,0.752,0.787,-0.174,0.328,0.763,-0.304
68,0.542,0.386,-0.723,0.587,0.297,-0.677,0.493,0.299,-0.677,0.754,0.79,-0.19,0.328,0.784,-0.294
69,0.542,0.385,-0.815,0.587,0.297,-0.759,0.493,0.299,-0.761,0.756,0.792,-0.198,0.329,0.798,-0.327
70,0.54,0.384,-0.778,0.587,0.296,-0.726,0.492,0.299,-0.728,0.756,0.793,-0.203,0.329,0.797,-0.313
71,0.54,0.383,-0.809,0.587,0.295,-0.756,0.493,0.298,-0.757,0.756,0.794,-0.206,0.329,0.795,-0.314
72,0.54,0.382,-0.888,0.587,0.295,-0.83,0.493,0.297,-0.83,0.758,0.796,-0.249,0.328,0.794,-0.336
73,0.54,0.381,-0.903,0.587,0.294,-0.846,0.493,0.296,-0.847,0.758,0.797,-0.27,0.328,0.794,-0.348
74,0.54,0.381,-0.882,0.587,0.294,-0.828,0.493,0.296,-0.832,0.758,0.796,-0.265,0.328,0.793,-0.346
75,0.54,0.38,-0.874,0.587,0.294,-0.82,0.493,0.295,-0.826,0.757,0.796,-0.265,0.327,0.793,-0.347
76,0.54,0.379,-0.907,0.587,0.294,-0.848,0.493,0.294,-0.857,0.758,0.798,-0.234,0.325,0.793,-0.365
77,0.54,0.378,-0.915,0.587,0.294,-0.855,0.493,0.294,-0.865,0.758,0.798,-0.225,0.325,0.793,-0.37
78,0.541,0.375,-0.874,0.588,0.291,-0.814,0.493,0.292,-0.826,0.758,0.798,-0.211,0.325,0.793,-0.366
79,0.541,0.374,-0.869,0.588,0.29,-0.811,0.493,0.292,-0.822,0.758,0.799,-0.213,0.325,0.793,-0.363
80,0.541,0.374,-0.871,0.588,0.29,-0.814,0.493,0.292,-0.824,0.758,0.799,-0.213,0.324,0.793,-0.362
81,0.54,0.374,-0.875,0.587,0.29,-0.819,0.492,0.292,-0.83,0.758,0.8,-0.21,0.324,0.793,-0.361
82,0.54,0.375,-0.888,0.587,0.29,-0.834,0.491,0.292,-0.842,0.758,0.8,-0.23,0.324,0.793,-0.362
83,0.54,0.375,-0.897,0.587,0.29,-0.844,0.491,0.292,-0.85,0.758,0.8,-0.249,0.325,0.794,-0.368
84,0.54,0.374,-0.904,0.587,0.29,-0.848,0.491,0.292,-0.856,0.759,0.8,-0.246,0.325,0.794,-0.376
85,0.541,0.374,-0.906,0.587,0.29,-0.851,0.492,0.292,-0.857,0.759,0.8,-0.25,0.325,0.793,-0.374
86,0.541,0.373,-0.907,0.588,0.289,-0.851,0.492,0.291,-0.857,0.759,0.799,-0.254,0.325,0.792,-0.372
87,0.541,0.372,-0.906,0.588,0.289,-0.85,0.492,0.291,-0.856,0.759,0.798,-0.253,0.325,0.792,-0.372
88,0.541,0.372,-0.913,0.588,0.289,-0.858,0.492,0.291,-0.864,0.758,0.795,-0.255,0.325,0.791,-0.375
89,0.541,0.372,-0.922,0.588,0.289,-0.868,0.492,0.292,-0.873,0.757,0.794,-0.27,0.326,0.791,-0.375
90,0.541,0.371,-0.923,0.588,0.288,-0.868,0.492,0.292,-0.873,0.757,0.794,-0.269,0.326,0.791,-0.374
91,0.541,0.371,-0.922,0.588,0.288,-0.867,0.493,0.292,-0.872,0.757,0.794,-0.253,0.326,0.79,-0.376
92,0.542,0.371,-0.921,0.588,0.288,-0.866,0.493,0.292,-0.871,0.757,0.794,-0.249,0.326,0.791,-0.377
93,0.542,0.371,-0.917,0.588,0.288,-0.86,0.494,0.292,-0.867,0.756,0.794,-0.242,0.326,0.79,-0.375
94,0.542,0.371,-0.907,0.588,0.288,-0.851,0.494,0.292,-0.858,0.756,0.795,-0.24,0.326,0.79,-0.372
95,0.542,0.371,-0.907,0.588,0.288,-0.851,0.494,0.291,-0.858,0.756,0.795,-0.238,0.326,0.79,-0.37
96,0.542,0.37,-0.899,0.588,0.287,-0.841,0.495,0.291,-0.848,0.756,0.795,-0.23,0.326,0.79,-0.362
97,0.543,0.369,-0.897,0.588,0.286,-0.839,0.495,0.29,-0.846,0.756,0.795,-0.22,0.326,0.79,-0.359
98,0.543,0.369,-0.897,0.588,0.286,-0.839,0.495,0.29,-0.847,0.756,0.795,-0.204,0.326,0.79,-0.355
99,0.543,0.369,-0.908,0.589,0.286,-0.848,0.495,0.29,-0.858,0.755,0.796,-0.206,0.326,0.79,-0.366
100,0.543,0.368,-0.914,0.589,0.285,-0.853,0.496,0.29,-0.862,0.755,0.797,-0.209,0.325,0.79,-0.364
101,0.543,0.368,-0.917,0.589,0.285,-0.856,0.496,0.29,-0.865,0.755,0.797,-0.21,0.325,0.79,-0.365
102,0.543,0.368,-0.916,0.589,0.285,-0.856,0.496,0.29,-0.864,0.755,0.798,-0.22,0.325,0.79,-0.368
103,0.543,0.368,-0.915,0.589,0.285,-0.855,0.496,0.29,-0.864,0.755,0.798,-0.22,0.325,0.79,-0.373
104,0.543,0.368,-0.913,0.589,0.285,-0.854,0.496,0.29,-0.863,0.754,0.798,-0.223,0.326,0.79,-0.372
105,0.544,0.368,-0.914,0.589,0.285,-0.854,0.496,0.289,-0.863,0.754,0.798,-0.225,0.326,0.791,-0.372
106,0.544,0.368,-0.919,0.589,0.285,-0.86,0.496,0.289,-0.868,0.754,0.798,-0.23,0.326,0.791,-0.378
107,0.544,0.368,-0.922,0.589,0.285,-0.863,0.496,0.289,-0.871,0.754,0.798,-0.244,0.326,0.791,-0.379
108,0.544,0.368,-0.922,0.589,0.285,-0.863,0.496,0.289,-0.871,0.754,0.798,-0.251,0.326,0.791,-0.38
109,0.544,0.368,-0.928,0.589,0.285,-0.87,0.496,0.289,-0.876,0.755,0.798,-0.264,0.327,0.79,-0.385
110,0.544,0.368,-0.955,0.589,0.285,-0.896,0.496,0.289,-0.902,0.755,0.799,-0.278,0.327,0.79,-0.397
111,0.544,0.368,-0.95,0.59,0.285,-0.892,0.496,0.289,-0.897,0.756,0.799,-0.277,0.327,0.79,-0.396
112,0.544,0.368,-0.949,0.59,0.284,-0.89,0.496,0.289,-0.896,0.757,0.8,-0.278,0.328,0.79,-0.395
113,0.544,0.368,-0.951,0.59,0.285,-0.893,0.496,0.289,-0.899,0.758,0.802,-0.281,0.328,0.79,-0.398
114,0.544,0.368,-0.961,0.59,0.285,-0.902,0.496,0.29,-0.909,0.758,0.802,-0.279,0.329,0.791,-0.397
115,0.544,0.369,-0.966,0.59,0.285,-0.906,0.496,0.29,-0.916,0.758,0.802,-0.242,0.33,0.791,-0.396
116,0.544,0.371,-0.976,0.59,0.287,-0.917,0.496,0.292,-0.927,0.759,0.802,-0.243,0.331,0.792,-0.396
117,0.544,0.372,-1.014,0.59,0.288,-0.953,0.496,0.293,-0.961,0.759,0.801,-0.246,0.331,0.792,-0.389
118,0.544,0.372,-1.008,0.59,0.288,-0.947,0.496,0.294,-0.955,0.759,0.8,-0.245,0.331,0.792,-0.388
119,0.544,0.372,-0.978,0.589,0.289,-0.917,0.495,0.294,-0.927,0.76,0.8,-0.235,0.33,0.792,-0.388
120,0.544,0.372,-0.978,0.589,0.289,-0.917,0.495,0.294,-0.926,0.761,0.801,-0.24,0.33,0.792,-0.388
121,0.543,0.372,-0.966,0.589,0.289,-0.905,0.495,0.294,-0.915,0.761,0.801,-0.228,0.33,0.792,-0.388
122,0.543,0.372,-0.961,0.588,0.289,-0.901,0.494,0.295,-0.911,0.761,0.801,-0.229,0.33,0.792,-0.387
123,0.543,0.373,-0.968,0.588,0.289,-0.907,0.494,0.295,-0.916,0.761,0.801,-0.229,0.33,0.792,-0.384
124,0.542,0.373,-0.979,0.588,0.29,-0.919,0.494,0.295,-0.925,0.761,0.801,-0.236,0.33,0.791,-0.373
125,0.542,0.373,-0.941,0.588,0.29,-0.881,0.494,0.295,-0.888,0.761,0.801,-0.225,0.33,0.791,-0.361
126,0.542,0.373,-0.944,0.588,0.29,-0.883,0.494,0.295,-0.89,0.761,0.801,-0.226,0.33,0.791,-0.358
127,0.542,0.374,-0.942,0.588,0.29,-0.881,0.494,0.295,-0.889,0.761,0.802,-0.214,0.329,0.791,-0.354
128,0.542,0.374,-0.935,0.588,0.291,-0.874,0.494,0.296,-0.882,0.761,0.802,-0.216,0.328,0.791,-0.355
129,0.542,0.375,-0.937,0.588,0.292,-0.875,0.494,0.296,-0.883,0.761,0.801,-0.225,0.327,0.792,-0.36
130,0.542,0.373,-0.993,0.588,0.29,-0.926,0.494,0.295,-0.936,0.763,0.803,-0.245,0.324,0.798,-0.392
131,0.542,0.379,-0.988,0.588,0.294,-0.924,0.494,0.299,-0.932,0.763,0.804,-0.257,0.325,0.802,-0.389
132,0.542,0.38,-1.034,0.588,0.295,-0.973,0.495,0.299,-0.979,0.762,0.802,-0.283,0.325,0.803,-0.394
133,0.544,0.389,-1.062,0.588,0.304,-0.995,0.495,0.306,-1.004,0.76,0.805,-0.281,0.325,0.808,-0.39
134,0.545,0.392,-1.02,0.588,0.306,-0.956,0.496,0.309,-0.971,0.755,0.803,-0.248,0.325,0.809,-0.385
135,0.547,0.393,-1.015,0.588,0.306,-0.951,0.497,0.31,-0.964,0.752,0.8,-0.237,0.325,0.81,-0.39
136,0.547,0.397,-0.963,0.587,0.31,-0.902,0.497,0.315,-0.917,0.752,0.805,-0.202,0.325,0.811,-0.388
137,0.546,0.399,-0.966,0.587,0.312,-0.906,0.496,0.317,-0.918,0.751,0.805,-0.208,0.325,0.812,-0.375
138,0.546,0.402,-0.947,0.586,0.315,-0.887,0.495,0.322,-0.9,0.747,0.802,-0.198,0.325,0.814,-0.363
139,0.543,0.404,-0.923,0.584,0.316,-0.865,0.493,0.325,-0.876,0.747,0.804,-0.205,0.325,0.816,-0.362
140,0.543,0.405,-0.922,0.583,0.317,-0.865,0.493,0.327,-0.874,0.744,0.803,-0.208,0.326,0.816,-0.35
141,0.543,0.406,-0.921,0.582,0.319,-0.862,0.493,0.329,-0.872,0.744,0.801,-0.207,0.327,0.815,-0.345
142,0.543,0.407,-0.921,0.581,0.32,-0.863,0.493,0.33,-0.872,0.744,0.802,-0.212,0.33,0.817,-0.342
143,0.543,0.408,-0.911,0.581,0.321,-0.851,0.493,0.331,-0.861,0.744,0.802,-0.194,0.331,0.817,-0.316
144,0.543,0.408,-0.913,0.581,0.322,-0.853,0.493,0.332,-0.861,0.743,0.799,-0.196,0.331,0.817,-0.321
145,0.543,0.409,-0.917,0.581,0.323,-0.857,0.493,0.332,-0.866,0.743,0.798,-0.197,0.332,0.818,-0.305
146,0.543,0.409,-0.918,0.581,0.323,-0.859,0.494,0.332,-0.867,0.743,0.798,-0.198,0.332,0.818,-0.317
147,0.544,0.41,-0.894,0.581,0.324,-0.835,0.494,0.333,-0.843,0.743,0.798,-0.199,0.334,0.819,-0.303
148,0.544,0.411,-0.872,0.581,0.325,-0.815,0.494,0.334,-0.825,0.743,0.798,-0.177,0.334,0.818,-0.309
149,0.544,0.412,-0.872,0.581,0.325,-0.817,0.494,0.336,-0.827,0.743,0.798,-0.181,0.334,0.817,-0.31
150,0.543,0.415,-0.856,0.58,0.328,-0.801,0.494,0.339,-0.81,0.74,0.798,-0.181,0.334,0.816,-0.303
151,0.544,0.416,-0.878,0.58,0.329,-0.823,0.494,0.339,-0.835,0.74,0.798,-0.182,0.334,0.815,-0.321
152,0.544,0.416,-0.873,0.58,0.329,-0.818,0.494,0.339,-0.831,0.74,0.797,-0.166,0.334,0.814,-0.322
153,0.544,0.416,-0.826,0.58,0.329,-0.774,0.494,0.339,-0.784,0.74,0.797,-0.17,0.334,0.814,-0.313
154,0.543,0.416,-0.862,0.58,0.329,-0.807,0.494,0.338,-0.814,0.739,0.795,-0.19,0.333,0.813,-0.313
155,0.543,0.416,-0.845,0.58,0.329,-0.79,0.494,0.338,-0.799,0.739,0.795,-0.184,0.333,0.813,-0.307
156,0.543,0.416,-0.846,0.58,0.329,-0.792,0.494,0.338,-0.802,0.739,0.796,-0.188,0.333,0.813,-0.314
157,0.543,0.416,-0.852,0.579,0.329,-0.797,0.493,0.338,-0.807,0.74,0.798,-0.191,0.333,0.814,-0.314
158,0.543,0.417,-0.85,0.579,0.329,-0.794,0.493,0.339,-0.804,0.74,0.798,-0.179,0.333,0.815,-0.312
159,0.542,0.417,-0.814,0.579,0.329,-0.762,0.493,0.339,-0.77,0.74,0.799,-0.18,0.333,0.815,-0.308
160,0.542,0.417,-0.817,0.579,0.329,-0.764,0.493,0.339,-0.774,0.74,0.799,-0.168,0.333,0.815,-0.31
161,0.542,0.417,-0.853,0.579,0.329,-0.798,0.493,0.339,-0.811,0.74,0.799,-0.169,0.333,0.816,-0.342
162,0.542,0.417,-0.853,0.579,0.329,-0.798,0.493,0.339,-0.811,0.74,0.799,-0.17,0.333,0.816,-0.342
163,0.542,0.417,-0.855,0.579,0.329,-0.801,0.493,0.339,-0.814,0.741,0.799,-0.173,0.332,0.816,-0.345
164,0.543,0.417,-0.854,0.579,0.329,-0.8,0.493,0.339,-0.813,0.741,0.798,-0.174,0.332,0.816,-0.345
165,0.543,0.416,-0.854,0.579,0.329,-0.8,0.493,0.338,-0.814,0.74,0.797,-0.174,0.332,0.816,-0.346
166,0.543,0.415,-0.855,0.579,0.328,-0.801,0.494,0.337,-0.815,0.74,0.796,-0.169,0.332,0.816,-0.349
167,0.543,0.414,-0.818,0.579,0.327,-0.768,0.494,0.337,-0.778,0.74,0.795,-0.171,0.332,0.815,-0.341
168,0.543,0.414,-0.837,0.58,0.327,-0.782,0.494,0.336,-0.795,0.74,0.794,-0.17,0.332,0.815,-0.344
169,0.544,0.414,-0.821,0.581,0.327,-0.765,0.495,0.335,-0.777,0.739,0.793,-0.165,0.331,0.814,-0.332
170,0.544,0.414,-0.825,0.581,0.326,-0.769,0.495,0.335,-0.782,0.739,0.793,-0.165,0.331,0.814,-0.323
171,0.544,0.413,-0.847,0.581,0.326,-0.789,0.495,0.335,-0.799,0.74,0.796,-0.175,0.331,0.814,-0.324
172,0.544,0.413,-0.854,0.581,0.326,-0.794,0.495,0.334,-0.802,0.74,0.797,-0.186,0.331,0.814,-0.31
173,0.544,0.412,-0.854,0.581,0.325,-0.794,0.495,0.334,-0.801,0.741,0.798,-0.187,0.331,0.814,-0.31
174,0.544,0.411,-0.832,0.581,0.324,-0.774,0.495,0.333,-0.782,0.742,0.799,-0.187,0.331,0.814,-0.311
175,0.543,0.41,-0.832,0.581,0.324,-0.775,0.495,0.333,-0.783,0.742,0.799,-0.188,0.331,0.814,-0.312
176,0.543,0.41,-0.837,0.581,0.324,-0.779,0.495,0.333,-0.787,0.742,0.799,-0.19,0.331,0.814,-0.313
177,0.543,0.41,-0.84,0.581,0.324,-0.782,0.495,0.333,-0.789,0.742,0.8,-0.193,0.331,0.814,-0.313
178,0.543,0.41,-0.84,0.581,0.324,-0.781,0.495,0.333,-0.789,0.742,0.799,-0.192,0.331,0.814,-0.305
179,0.543,0.41,-0.86,0.581,0.324,-0.8,0.495,0.333,-0.806,0.743,0.8,-0.195,0.331,0.814,-0.306
180,0.543,0.41,-0.86,0.581,0.324,-0.8,0.496,0.333,-0.806,0.744,0.802,-0.195,0.331,0.815,-0.307
181,0.543,0.411,-0.86,0.582,0.325,-0.8,0.496,0.333,-0.807,0.745,0.805,-0.194,0.331,0.816,-0.316
182,0.544,0.411,-0.861,0.583,0.325,-0.8,0.496,0.333,-0.809,0.746,0.808,-0.191,0.33,0.818,-0.327
183,0.544,0.411,-0.857,0.583,0.325,-0.796,0.497,0.333,-0.805,0.747,0.809,-0.182,0.33,0.818,-0.325
184,0.544,0.411,-0.857,0.583,0.325,-0.797,0.497,0.333,-0.806,0.747,0.809,-0.183,0.33,0.818,-0.326
185,0.544,0.411,-0.869,0.583,0.325,-0.809,0.497,0.333,-0.818,0.747,0.809,-0.184,0.33,0.818,-0.328
186,0.544,0.412,-0.873,0.583,0.326,-0.813,0.497,0.333,-0.823,0.747,0.809,-0.182,0.33,0.818,-0.331
187,0.544,0.412,-0.871,0.583,0.326,-0.812,0.497,0.333,-0.822,0.747,0.809,-0.183,0.329,0.818,-0.331
188,0.545,0.412,-0.862,0.583,0.326,-0.803,0.497,0.333,-0.812,0.747,0.809,-0.183,0.329,0.819,-0.323
189,0.545,0.412,-0.862,0.583,0.326,-0.803,0.497,0.333,-0.812,0.747,0.809,-0.183,0.329,0.819,-0.319
190,0.545,0.412,-0.864,0.583,0.327,-0.804,0.497,0.334,-0.813,0.747,0.809,-0.183,0.329,0.819,-0.318
191,0.545,0.413,-0.864,0.583,0.327,-0.804,0.497,0.334,-0.813,0.747,0.809,-0.177,0.329,0.819,-0.316
192,0.545,0.413,-0.865,0.583,0.328,-0.804,0.497,0.334,-0.814,0.746,0.809,-0.178,0.329,0.819,-0.316
193,0.545,0.413,-0.868,0.583,0.328,-0.807,0.497,0.334,-0.817,0.746,0.808,-0.178,0.329,0.819,-0.316
194,0.545,0.414,-0.868,0.583,0.328,-0.807,0.497,0.334,-0.816,0.746,0.808,-0.179,0.329,0.82,-0.315
195,0.545,0.414,-0.862,0.583,0.328,-0.801,0.497,0.335,-0.811,0.745,0.808,-0.179,0.33,0.819,-0.311
196,0.545,0.414,-0.862,0.583,0.328,-0.801,0.497,0.335,-0.811,0.745,0.808,-0.179,0.33,0.819,-0.31
197,0.545,0.414,-0.862,0.583,0.328,-0.801,0.497,0.335,-0.81,0.745,0.808,-0.177,0.33,0.819,-0.305
198,0.545,0.414,-0.86,0.583,0.328,-0.798,0.497,0.335,-0.808,0.745,0.808,-0.17,0.33,0.819,-0.304
199,0.545,0.414,-0.857,0.583,0.328,-0.796,0.497,0.335,-0.806,0.744,0.808,-0.17,0.33,0.819,-0.304
200,0.545,0.414,-0.861,0.583,0.328,-0.798,0.497,0.335,-0.809,0.744,0.808,-0.169,0.33,0.819,-0.306
201,0.545,0.414,-0.861,0.583,0.329,-0.797,0.497,0.335,-0.809,0.744,0.809,-0.169,0.33,0.819,-0.309
202,0.544,0.414,-0.864,0.583,0.329,-0.801,0.497,0.335,-0.812,0.745,0.81,-0.172,0.33,0.819,-0.321
203,0.544,0.414,-0.863,0.583,0.329,-0.8,0.497,0.335,-0.812,0.745,0.81,-0.162,0.33,0.819,-0.322
204,0.544,0.414,-0.88,0.583,0.329,-0.817,0.497,0.335,-0.827,0.745,0.81,-0.174,0.33,0.819,-0.327
205,0.544,0.414,-0.882,0.583,0.329,-0.82,0.496,0.335,-0.83,0.745,0.81,-0.18,0.33,0.819,-0.331
