frame,nose_x,nose_y,nose_z,left_eye_x,left_eye_y,left_eye_z,right_eye_x,right_eye_y,right_eye_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z
19,0.39,0.219,-0.666,0.44,0.155,-0.626,0.35,0.155,-0.622,0.602,0.702,-0.225,0.205,0.684,-0.285
20,0.39,0.225,-0.667,0.44,0.16,-0.627,0.351,0.162,-0.624,0.602,0.702,-0.224,0.205,0.685,-0.285
21,0.39,0.227,-0.672,0.44,0.162,-0.633,0.352,0.165,-0.629,0.602,0.702,-0.225,0.205,0.685,-0.285
22,0.389,0.23,-0.672,0.439,0.165,-0.634,0.351,0.169,-0.629,0.603,0.702,-0.228,0.206,0.686,-0.28
23,0.389,0.231,-0.664,0.439,0.166,-0.627,0.351,0.17,-0.623,0.603,0.701,-0.223,0.206,0.686,-0.277
24,0.389,0.232,-0.659,0.439,0.167,-0.622,0.351,0.171,-0.618,0.603,0.7,-0.221,0.206,0.687,-0.274
25,0.389,0.232,-0.657,0.439,0.168,-0.621,0.351,0.171,-0.616,0.603,0.697,-0.221,0.206,0.687,-0.271
26,0.388,0.232,-0.657,0.439,0.168,-0.621,0.35,0.171,-0.616,0.603,0.696,-0.219,0.205,0.687,-0.271
27,0.389,0.233,-0.638,0.44,0.169,-0.601,0.351,0.171,-0.596,0.603,0.694,-0.206,0.205,0.687,-0.266
28,0.389,0.233,-0.638,0.44,0.169,-0.6,0.351,0.171,-0.596,0.603,0.693,-0.2,0.205,0.686,-0.265
29,0.389,0.233,-0.639,0.44,0.169,-0.601,0.35,0.17,-0.597,0.603,0.693,-0.185,0.205,0.686,-0.271
30,0.389,0.233,-0.63,0.44,0.169,-0.593,0.35,0.171,-0.59,0.603,0.693,-0.174,0.205,0.687,-0.271
31,0.389,0.234,-0.61,0.44,0.17,-0.573,0.351,0.173,-0.571,0.603,0.693,-0.166,0.205,0.687,-0.266
32,0.389,0.237,-0.612,0.44,0.172,-0.577,0.351,0.176,-0.573,0.603,0.693,-0.173,0.206,0.687,-0.267
33,0.389,0.239,-0.624,0.44,0.174,-0.588,0.351,0.177,-0.586,0.603,0.693,-0.174,0.206,0.687,-0.28
34,0.389,0.243,-0.625,0.44,0.18,-0.589,0.351,0.182,-0.587,0.603,0.694,-0.177,0.206,0.687,-0.28
35,0.389,0.246,-0.627,0.439,0.184,-0.591,0.352,0.185,-0.588,0.603,0.693,-0.18,0.207,0.687,-0.275
36,0.389,0.249,-0.621,0.439,0.189,-0.587,0.352,0.188,-0.581,0.602,0.693,-0.184,0.207,0.686,-0.264
37,0.388,0.252,-0.606,0.437,0.191,-0.574,0.351,0.19,-0.566,0.601,0.696,-0.185,0.207,0.686,-0.248
38,0.388,0.259,-0.606,0.437,0.197,-0.576,0.351,0.194,-0.569,0.601,0.697,-0.186,0.206,0.689,-0.256
39,0.388,0.263,-0.608,0.437,0.2,-0.577,0.352,0.197,-0.57,0.601,0.698,-0.185,0.206,0.693,-0.254
40,0.388,0.265,-0.607,0.437,0.202,-0.575,0.352,0.2,-0.57,0.601,0.699,-0.186,0.206,0.695,-0.252
41,0.388,0.268,-0.609,0.437,0.204,-0.577,0.352,0.204,-0.571,0.6,0.699,-0.194,0.206,0.699,-0.253
42,0.388,0.269,-0.639,0.436,0.206,-0.608,0.352,0.206,-0.602,0.6,0.7,-0.231,0.205,0.699,-0.266
43,0.388,0.27,-0.638,0.436,0.206,-0.607,0.352,0.207,-0.601,0.6,0.703,-0.227,0.205,0.699,-0.266
44,0.388,0.27,-0.637,0.436,0.206,-0.606,0.352,0.207,-0.6,0.6,0.703,-0.223,0.204,0.703,-0.268
45,0.388,0.27,-0.653,0.436,0.206,-0.622,0.352,0.207,-0.617,0.6,0.704,-0.226,0.204,0.703,-0.275
46,0.387,0.269,-0.65,0.435,0.206,-0.619,0.352,0.206,-0.614,0.6,0.704,-0.23,0.204,0.703,-0.275
47,0.387,0.269,-0.649,0.435,0.205,-0.617,0.352,0.205,-0.612,0.6,0.701,-0.227,0.204,0.7,-0.274
48,0.387,0.269,-0.662,0.436,0.204,-0.629,0.35,0.203,-0.625,0.6,0.701,-0.229,0.204,0.695,-0.278
49,0.387,0.267,-0.675,0.437,0.201,-0.642,0.35,0.199,-0.637,0.601,0.7,-0.239,0.204,0.69,-0.282
50,0.387,0.266,-0.682,0.438,0.2,-0.647,0.35,0.197,-0.644,0.602,0.7,-0.24,0.202,0.692,-0.29
51,0.387,0.263,-0.737,0.438,0.195,-0.697,0.348,0.189,-0.697,0.602,0.698,-0.249,0.198,0.692,-0.346
52,0.386,0.256,-0.718,0.438,0.186,-0.681,0.344,0.178,-0.678,0.603,0.694,-0.252,0.197,0.688,-0.331
53,0.385,0.251,-0.709,0.438,0.182,-0.672,0.342,0.171,-0.669,0.603,0.694,-0.251,0.194,0.687,-0.323
54,0.385,0.246,-0.709,0.439,0.175,-0.671,0.342,0.165,-0.668,0.605,0.694,-0.251,0.192,0.687,-0.319
55,0.385,0.243,-0.735,0.439,0.171,-0.696,0.34,0.159,-0.693,0.606,0.695,-0.266,0.189,0.687,-0.331
56,0.384,0.237,-0.745,0.439,0.162,-0.706,0.338,0.151,-0.703,0.607,0.699,-0.271,0.186,0.689,-0.345
57,0.384,0.229,-0.784,0.439,0.154,-0.741,0.335,0.143,-0.741,0.607,0.699,-0.283,0.183,0.689,-0.371
58,0.384,0.22,-0.769,0.439,0.147,-0.727,0.334,0.136,-0.726,0.607,0.699,-0.279,0.182,0.689,-0.365
59,0.383,0.214,-0.802,0.439,0.143,-0.757,0.332,0.13,-0.756,0.608,0.7,-0.29,0.179,0.689,-0.387
60,0.381,0.207,-0.797,0.438,0.136,-0.75,0.33,0.123,-0.75,0.609,0.702,-0.292,0.172,0.696,-0.379
61,0.38,0.206,-0.791,0.438,0.134,-0.748,0.328,0.121,-0.746,0.609,0.704,-0.294,0.169,0.696,-0.374
62,0.38,0.207,-0.785,0.438,0.134,-0.741,0.328,0.122,-0.74,0.609,0.705,-0.291,0.167,0.698,-0.372
63,0.379,0.206,-0.807,0.438,0.132,-0.763,0.327,0.122,-0.763,0.61,0.705,-0.296,0.166,0.701,-0.38
64,0.38,0.206,-0.832,0.439,0.132,-0.786,0.327,0.121,-0.788,0.611,0.704,-0.301,0.165,0.702,-0.394
65,0.38,0.202,-0.851,0.44,0.13,-0.805,0.327,0.116,-0.807,0.612,0.704,-0.32,0.165,0.702,-0.402
66,0.38,0.201,-0.882,0.44,0.128,-0.835,0.326,0.117,-0.834,0.613,0.703,-0.338,0.165,0.702,-0.401
67,0.377,0.201,-0.863,0.439,0.127,-0.816,0.323,0.116,-0.815,0.613,0.699,-0.33,0.162,0.707,-0.397
68,0.373,0.201,-0.853,0.436,0.126,-0.81,0.32,0.116,-0.807,0.614,0.695,-0.334,0.161,0.704,-0.394
69,0.372,0.201,-0.873,0.435,0.125,-0.834,0.319,0.116,-0.829,0.615,0.696,-0.366,0.161,0.705,-0.394
70,0.371,0.199,-0.87,0.434,0.123,-0.832,0.317,0.115,-0.826,0.614,0.697,-0.355,0.157,0.708,-0.389
71,0.371,0.199,-0.894,0.434,0.123,-0.849,0.316,0.115,-0.847,0.615,0.7,-0.356,0.155,0.712,-0.413
72,0.371,0.199,-0.897,0.433,0.123,-0.852,0.316,0.115,-0.851,0.617,0.7,-0.354,0.152,0.712,-0.423
73,0.371,0.199,-0.895,0.433,0.123,-0.852,0.316,0.115,-0.85,0.618,0.7,-0.356,0.152,0.712,-0.42
74,0.371,0.199,-0.888,0.433,0.123,-0.845,0.315,0.115,-0.843,0.618,0.701,-0.356,0.15,0.712,-0.417
75,0.371,0.199,-0.886,0.433,0.123,-0.842,0.315,0.116,-0.842,0.618,0.7,-0.353,0.15,0.712,-0.416
76,0.371,0.199,-0.884,0.434,0.123,-0.839,0.315,0.116,-0.838,0.618,0.701,-0.348,0.149,0.711,-0.417
77,0.371,0.199,-0.845,0.435,0.123,-0.8,0.315,0.116,-0.799,0.618,0.701,-0.321,0.148,0.711,-0.394
78,0.373,0.199,-0.848,0.436,0.123,-0.801,0.316,0.116,-0.801,0.618,0.701,-0.316,0.149,0.71,-0.394
79,0.373,0.198,-0.842,0.436,0.121,-0.793,0.316,0.114,-0.794,0.619,0.699,-0.285,0.148,0.711,-0.393
80,0.374,0.196,-0.828,0.437,0.12,-0.781,0.317,0.111,-0.779,0.619,0.699,-0.288,0.148,0.709,-0.386
81,0.374,0.195,-0.837,0.437,0.118,-0.791,0.317,0.109,-0.786,0.619,0.702,-0.323,0.148,0.709,-0.386
82,0.374,0.195,-0.811,0.437,0.117,-0.765,0.317,0.109,-0.762,0.619,0.702,-0.306,0.148,0.709,-0.376
83,0.375,0.196,-0.922,0.438,0.118,-0.879,0.317,0.109,-0.867,0.619,0.703,-0.318,0.149,0.71,-0.371
84,0.375,0.201,-0.904,0.438,0.121,-0.863,0.318,0.113,-0.853,0.619,0.703,-0.363,0.151,0.71,-0.371
85,0.376,0.202,-0.887,0.438,0.122,-0.846,0.319,0.113,-0.835,0.619,0.7,-0.362,0.154,0.705,-0.363
86,0.376,0.202,-0.772,0.438,0.124,-0.733,0.32,0.113,-0.727,0.619,0.7,-0.309,0.156,0.705,-0.329
87,0.376,0.202,-0.727,0.438,0.125,-0.686,0.32,0.115,-0.684,0.619,0.699,-0.255,0.156,0.708,-0.315
88,0.377,0.208,-0.717,0.438,0.133,-0.678,0.323,0.123,-0.676,0.619,0.699,-0.253,0.158,0.707,-0.303
89,0.377,0.21,-0.703,0.438,0.134,-0.667,0.324,0.125,-0.661,0.618,0.695,-0.256,0.165,0.701,-0.281
90,0.377,0.217,-0.679,0.438,0.141,-0.643,0.324,0.136,-0.638,0.619,0.691,-0.232,0.169,0.701,-0.267
91,0.377,0.22,-0.697,0.437,0.145,-0.661,0.325,0.139,-0.658,0.618,0.69,-0.23,0.172,0.701,-0.283
92,0.377,0.221,-0.697,0.437,0.148,-0.663,0.328,0.143,-0.658,0.616,0.688,-0.238,0.179,0.698,-0.281
93,0.377,0.228,-0.695,0.437,0.157,-0.662,0.329,0.152,-0.659,0.615,0.688,-0.239,0.18,0.698,-0.284
94,0.38,0.232,-0.692,0.437,0.162,-0.659,0.333,0.158,-0.656,0.613,0.687,-0.235,0.18,0.699,-0.283
95,0.379,0.239,-0.691,0.437,0.168,-0.658,0.333,0.166,-0.655,0.611,0.691,-0.236,0.18,0.704,-0.285
96,0.38,0.242,-0.684,0.437,0.171,-0.649,0.335,0.169,-0.647,0.611,0.697,-0.222,0.18,0.711,-0.284
97,0.38,0.248,-0.676,0.437,0.175,-0.645,0.335,0.176,-0.639,0.61,0.696,-0.225,0.185,0.71,-0.265
98,0.381,0.25,-0.672,0.437,0.177,-0.639,0.338,0.181,-0.635,0.609,0.696,-0.222,0.186,0.71,-0.266
99,0.384,0.251,-0.669,0.438,0.178,-0.634,0.341,0.182,-0.632,0.607,0.696,-0.212,0.187,0.71,-0.269
100,0.385,0.254,-0.662,0.438,0.181,-0.627,0.342,0.187,-0.627,0.607,0.697,-0.202,0.188,0.712,-0.271
101,0.387,0.256,-0.667,0.439,0.182,-0.631,0.345,0.188,-0.631,0.606,0.697,-0.206,0.188,0.713,-0.271
102,0.389,0.257,-0.665,0.44,0.184,-0.628,0.348,0.189,-0.629,0.605,0.698,-0.202,0.188,0.714,-0.271
103,0.389,0.259,-0.66,0.44,0.186,-0.622,0.348,0.192,-0.623,0.604,0.7,-0.197,0.187,0.715,-0.271
104,0.389,0.261,-0.661,0.44,0.189,-0.622,0.349,0.195,-0.624,0.604,0.701,-0.201,0.188,0.716,-0.271
105,0.39,0.261,-0.663,0.44,0.19,-0.625,0.349,0.196,-0.625,0.603,0.7,-0.203,0.188,0.716,-0.27
106,0.389,0.261,-0.656,0.439,0.19,-0.619,0.349,0.196,-0.617,0.603,0.701,-0.204,0.189,0.719,-0.266
107,0.389,0.261,-0.644,0.439,0.191,-0.607,0.349,0.196,-0.603,0.602,0.701,-0.201,0.19,0.719,-0.252
108,0.389,0.262,-0.647,0.439,0.193,-0.61,0.349,0.197,-0.607,0.601,0.701,-0.208,0.192,0.719,-0.249
109,0.39,0.269,-0.655,0.439,0.2,-0.619,0.351,0.201,-0.613,0.601,0.701,-0.222,0.195,0.716,-0.251
110,0.39,0.275,-0.653,0.44,0.205,-0.618,0.352,0.207,-0.612,0.601,0.703,-0.225,0.198,0.715,-0.241
111,0.39,0.275,-0.642,0.439,0.206,-0.607,0.352,0.207,-0.6,0.601,0.704,-0.221,0.199,0.715,-0.239
112,0.389,0.275,-0.634,0.438,0.206,-0.601,0.35,0.207,-0.592,0.601,0.704,-0.221,0.2,0.718,-0.236
113,0.389,0.279,-0.634,0.437,0.209,-0.604,0.35,0.211,-0.592,0.601,0.703,-0.226,0.202,0.718,-0.237
114,0.386,0.28,-0.623,0.434,0.211,-0.593,0.348,0.212,-0.581,0.601,0.703,-0.224,0.203,0.718,-0.225
115,0.385,0.28,-0.616,0.433,0.212,-0.586,0.347,0.213,-0.573,0.601,0.703,-0.218,0.205,0.718,-0.221
116,0.385,0.279,-0.618,0.433,0.212,-0.586,0.347,0.214,-0.574,0.601,0.703,-0.217,0.207,0.718,-0.215
117,0.385,0.28,-0.618,0.433,0.212,-0.586,0.347,0.214,-0.575,0.601,0.703,-0.217,0.207,0.717,-0.213
118,0.387,0.28,-0.616,0.433,0.212,-0.582,0.349,0.215,-0.573,0.6,0.703,-0.208,0.208,0.718,-0.215
119,0.387,0.279,-0.619,0.433,0.212,-0.582,0.35,0.214,-0.573,0.599,0.703,-0.208,0.209,0.718,-0.217
120,0.388,0.274,-0.622,0.434,0.209,-0.583,0.351,0.213,-0.576,0.599,0.702,-0.197,0.209,0.72,-0.228
121,0.388,0.27,-0.6,0.434,0.207,-0.562,0.35,0.212,-0.555,0.596,0.7,-0.185,0.209,0.72,-0.215
122,0.388,0.268,-0.603,0.434,0.205,-0.563,0.351,0.211,-0.557,0.597,0.7,-0.168,0.209,0.725,-0.217
123,0.389,0.268,-0.603,0.434,0.204,-0.564,0.351,0.211,-0.559,0.597,0.7,-0.172,0.209,0.726,-0.218
124,0.389,0.266,-0.605,0.434,0.201,-0.565,0.351,0.209,-0.559,0.597,0.7,-0.174,0.209,0.726,-0.217
125,0.39,0.262,-0.619,0.435,0.198,-0.578,0.351,0.206,-0.572,0.597,0.7,-0.185,0.209,0.726,-0.22
126,0.391,0.26,-0.619,0.435,0.196,-0.579,0.351,0.205,-0.572,0.597,0.701,-0.183,0.209,0.728,-0.225
127,0.392,0.257,-0.641,0.435,0.195,-0.598,0.352,0.203,-0.593,0.597,0.701,-0.19,0.209,0.728,-0.245
128,0.392,0.257,-0.648,0.435,0.195,-0.606,0.352,0.203,-0.601,0.597,0.701,-0.201,0.209,0.728,-0.247
129,0.392,0.257,-0.652,0.435,0.196,-0.611,0.353,0.203,-0.605,0.597,0.701,-0.213,0.209,0.727,-0.246
130,0.394,0.259,-0.651,0.436,0.197,-0.61,0.353,0.204,-0.605,0.597,0.701,-0.212,0.209,0.728,-0.249
131,0.394,0.26,-0.634,0.436,0.199,-0.594,0.354,0.206,-0.591,0.597,0.702,-0.203,0.209,0.728,-0.248
132,0.394,0.261,-0.634,0.436,0.2,-0.594,0.354,0.206,-0.591,0.597,0.702,-0.2,0.211,0.725,-0.249
133,0.396,0.262,-0.646,0.437,0.201,-0.606,0.355,0.207,-0.603,0.597,0.702,-0.206,0.212,0.725,-0.252
134,0.399,0.263,-0.661,0.439,0.201,-0.619,0.357,0.207,-0.617,0.597,0.702,-0.211,0.214,0.723,-0.259
135,0.401,0.263,-0.664,0.44,0.201,-0.623,0.359,0.207,-0.62,0.597,0.701,-0.217,0.215,0.722,-0.259
136,0.403,0.263,-0.662,0.441,0.2,-0.619,0.36,0.206,-0.617,0.597,0.701,-0.212,0.215,0.722,-0.258
137,0.405,0.263,-0.661,0.442,0.199,-0.619,0.361,0.206,-0.616,0.597,0.701,-0.211,0.215,0.722,-0.26
138,0.405,0.261,-0.645,0.443,0.199,-0.603,0.361,0.205,-0.599,0.597,0.701,-0.196,0.215,0.722,-0.258
139,0.405,0.261,-0.644,0.443,0.199,-0.602,0.361,0.204,-0.598,0.597,0.701,-0.193,0.216,0.721,-0.258
140,0.405,0.26,-0.64,0.443,0.198,-0.598,0.361,0.204,-0.594,0.597,0.701,-0.193,0.216,0.72,-0.254
141,0.403,0.26,-0.638,0.442,0.199,-0.596,0.36,0.205,-0.591,0.597,0.7,-0.201,0.216,0.721,-0.242
142,0.402,0.26,-0.638,0.442,0.199,-0.597,0.359,0.205,-0.592,0.596,0.7,-0.212,0.216,0.721,-0.24
143,0.402,0.26,-0.638,0.441,0.199,-0.597,0.359,0.207,-0.593,0.595,0.7,-0.212,0.216,0.722,-0.24
144,0.398,0.26,-0.638,0.44,0.199,-0.598,0.358,0.207,-0.593,0.595,0.7,-0.216,0.216,0.722,-0.24
145,0.395,0.263,-0.635,0.437,0.201,-0.596,0.355,0.21,-0.591,0.594,0.7,-0.215,0.216,0.722,-0.239
146,0.392,0.264,-0.623,0.434,0.202,-0.587,0.353,0.211,-0.58,0.594,0.699,-0.211,0.216,0.723,-0.23
147,0.39,0.265,-0.612,0.433,0.202,-0.577,0.352,0.212,-0.569,0.594,0.699,-0.21,0.216,0.723,-0.219
148,0.388,0.267,-0.612,0.431,0.203,-0.578,0.351,0.213,-0.569,0.594,0.699,-0.212,0.216,0.724,-0.213
149,0.388,0.269,-0.614,0.431,0.205,-0.581,0.35,0.215,-0.571,0.594,0.699,-0.217,0.215,0.724,-0.214
150,0.388,0.271,-0.622,0.431,0.206,-0.588,0.35,0.216,-0.58,0.594,0.699,-0.219,0.215,0.724,-0.219
151,0.388,0.272,-0.631,0.431,0.207,-0.595,0.35,0.216,-0.589,0.593,0.699,-0.219,0.215,0.724,-0.225
152,0.388,0.273,-0.636,0.431,0.208,-0.599,0.35,0.217,-0.595,0.593,0.699,-0.218,0.213,0.724,-0.235
153,0.387,0.274,-0.636,0.431,0.209,-0.599,0.35,0.217,-0.595,0.593,0.699,-0.219,0.213,0.724,-0.235
154,0.387,0.274,-0.645,0.431,0.209,-0.609,0.35,0.217,-0.604,0.593,0.699,-0.222,0.213,0.724,-0.242
155,0.387,0.272,-0.649,0.431,0.209,-0.612,0.349,0.217,-0.606,0.593,0.699,-0.232,0.213,0.723,-0.242
156,0.387,0.269,-0.629,0.431,0.208,-0.588,0.35,0.214,-0.583,0.593,0.699,-0.203,0.212,0.722,-0.241
157,0.389,0.265,-0.631,0.433,0.203,-0.589,0.351,0.21,-0.584,0.593,0.699,-0.188,0.212,0.722,-0.255
158,0.389,0.262,-0.631,0.433,0.199,-0.59,0.351,0.208,-0.584,0.593,0.699,-0.181,0.212,0.722,-0.259
159,0.389,0.261,-0.631,0.433,0.197,-0.59,0.351,0.206,-0.584,0.593,0.699,-0.182,0.212,0.72,-0.258
160,0.389,0.258,-0.631,0.433,0.195,-0.59,0.351,0.203,-0.585,0.593,0.699,-0.184,0.211,0.719,-0.258
161,0.389,0.253,-0.63,0.433,0.19,-0.589,0.35,0.197,-0.583,0.593,0.699,-0.186,0.211,0.715,-0.249
162,0.387,0.252,-0.628,0.433,0.189,-0.587,0.35,0.195,-0.582,0.594,0.7,-0.186,0.21,0.715,-0.249
163,0.386,0.25,-0.645,0.432,0.187,-0.603,0.349,0.191,-0.6,0.594,0.699,-0.186,0.207,0.715,-0.253
164,0.382,0.248,-0.645,0.429,0.184,-0.603,0.345,0.187,-0.599,0.594,0.699,-0.197,0.204,0.715,-0.252
165,0.381,0.246,-0.675,0.429,0.182,-0.637,0.344,0.183,-0.63,0.594,0.697,-0.228,0.204,0.71,-0.26
166,0.379,0.245,-0.675,0.429,0.18,-0.639,0.343,0.18,-0.631,0.596,0.699,-0.232,0.204,0.708,-0.263
167,0.379,0.245,-0.679,0.429,0.179,-0.645,0.342,0.18,-0.638,0.598,0.699,-0.231,0.201,0.707,-0.274
168,0.378,0.241,-0.681,0.429,0.175,-0.645,0.341,0.174,-0.64,0.599,0.7,-0.23,0.194,0.708,-0.283
169,0.377,0.239,-0.684,0.429,0.172,-0.65,0.34,0.171,-0.643,0.6,0.7,-0.239,0.192,0.708,-0.28
170,0.377,0.233,-0.683,0.429,0.168,-0.649,0.339,0.165,-0.642,0.601,0.7,-0.238,0.19,0.707,-0.279
171,0.376,0.229,-0.694,0.429,0.162,-0.659,0.335,0.16,-0.653,0.603,0.7,-0.245,0.183,0.707,-0.282
172,0.371,0.223,-0.691,0.428,0.153,-0.656,0.329,0.151,-0.649,0.604,0.699,-0.243,0.178,0.706,-0.281
173,0.371,0.219,-0.695,0.428,0.151,-0.658,0.328,0.147,-0.653,0.604,0.698,-0.242,0.175,0.707,-0.282
174,0.371,0.212,-0.697,0.429,0.146,-0.658,0.327,0.136,-0.654,0.604,0.697,-0.24,0.171,0.707,-0.283
175,0.371,0.205,-0.709,0.43,0.133,-0.671,0.324,0.124,-0.667,0.605,0.693,-0.242,0.168,0.704,-0.284
176,0.371,0.202,-0.708,0.43,0.128,-0.669,0.321,0.119,-0.665,0.605,0.693,-0.242,0.165,0.702,-0.284
177,0.37,0.196,-0.75,0.429,0.121,-0.712,0.321,0.112,-0.707,0.605,0.694,-0.276,0.163,0.696,-0.304
178,0.368,0.188,-0.758,0.429,0.114,-0.718,0.318,0.105,-0.713,0.605,0.692,-0.281,0.158,0.695,-0.308
179,0.362,0.175,-0.764,0.426,0.102,-0.723,0.316,0.094,-0.717,0.606,0.687,-0.288,0.155,0.692,-0.308
180,0.361,0.17,-0.802,0.426,0.095,-0.759,0.314,0.087,-0.753,0.606,0.687,-0.305,0.153,0.682,-0.327
181,0.361,0.167,-0.825,0.426,0.092,-0.777,0.315,0.084,-0.775,0.606,0.687,-0.301,0.149,0.682,-0.368
182,0.361,0.162,-0.804,0.427,0.088,-0.76,0.315,0.076,-0.758,0.607,0.687,-0.299,0.146,0.681,-0.358
183,0.361,0.157,-0.832,0.428,0.084,-0.785,0.315,0.072,-0.78,0.608,0.687,-0.312,0.144,0.68,-0.354
184,0.361,0.157,-0.824,0.429,0.082,-0.777,0.314,0.068,-0.769,0.608,0.684,-0.307,0.145,0.675,-0.331
185,0.361,0.157,-0.813,0.429,0.079,-0.768,0.313,0.066,-0.762,0.608,0.683,-0.305,0.145,0.674,-0.313
186,0.361,0.157,-0.818,0.429,0.077,-0.773,0.312,0.065,-0.766,0.608,0.683,-0.308,0.144,0.672,-0.314
187,0.361,0.157,-0.816,0.429,0.077,-0.773,0.312,0.065,-0.765,0.608,0.683,-0.315,0.144,0.669,-0.315
188,0.362,0.157,-0.809,0.431,0.077,-0.763,0.312,0.065,-0.759,0.611,0.683,-0.294,0.143,0.669,-0.324
189,0.367,0.151,-0.81,0.434,0.069,-0.761,0.312,0.057,-0.757,0.615,0.683,-0.287,0.139,0.677,-0.323
190,0.369,0.151,-0.828,0.436,0.067,-0.777,0.313,0.058,-0.773,0.615,0.683,-0.283,0.14,0.683,-0.319
191,0.369,0.151,-0.773,0.436,0.067,-0.73,0.313,0.058,-0.727,0.615,0.683,-0.258,0.14,0.683,-0.303
192,0.369,0.151,-0.741,0.436,0.067,-0.704,0.314,0.059,-0.695,0.616,0.683,-0.26,0.146,0.677,-0.27
193,0.369,0.153,-0.749,0.436,0.068,-0.708,0.314,0.059,-0.7,0.616,0.685,-0.271,0.146,0.677,-0.276
194,0.37,0.153,-0.773,0.436,0.068,-0.729,0.315,0.059,-0.726,0.617,0.685,-0.273,0.146,0.681,-0.305
195,0.371,0.153,-0.782,0.437,0.069,-0.736,0.315,0.06,-0.734,0.617,0.685,-0.273,0.145,0.685,-0.31
196,0.371,0.153,-0.771,0.437,0.069,-0.727,0.315,0.061,-0.725,0.617,0.686,-0.262,0.146,0.683,-0.312
197,0.371,0.152,-0.763,0.437,0.069,-0.721,0.315,0.061,-0.718,0.617,0.683,-0.256,0.147,0.683,-0.311
198,0.371,0.152,-0.754,0.437,0.069,-0.713,0.315,0.062,-0.708,0.616,0.679,-0.248,0.148,0.683,-0.305
199,0.372,0.154,-0.746,0.437,0.073,-0.703,0.317,0.065,-0.699,0.615,0.679,-0.243,0.148,0.685,-0.304
200,0.373,0.155,-0.749,0.438,0.077,-0.706,0.318,0.067,-0.702,0.615,0.677,-0.245,0.148,0.686,-0.304
201,0.372,0.163,-0.752,0.437,0.087,-0.71,0.318,0.077,-0.705,0.614,0.678,-0.251,0.152,0.69,-0.304
202,0.371,0.164,-0.747,0.436,0.091,-0.706,0.319,0.081,-0.697,0.613,0.678,-0.251,0.155,0.69,-0.28
203,0.371,0.167,-0.752,0.436,0.095,-0.709,0.319,0.086,-0.701,0.612,0.679,-0.253,0.157,0.692,-0.286
204,0.372,0.179,-0.75,0.436,0.108,-0.709,0.321,0.1,-0.701,0.613,0.684,-0.253,0.158,0.694,-0.287
