frame,nose_x,nose_y,nose_z,left_eye_x,left_eye_y,left_eye_z,right_eye_x,right_eye_y,right_eye_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z
114,0.544,0.394,-0.881,0.582,0.31,-0.82,0.497,0.325,-0.833,0.763,0.872,-0.186,0.302,0.816,-0.411
115,0.544,0.394,-0.871,0.582,0.311,-0.817,0.497,0.325,-0.823,0.763,0.872,-0.194,0.302,0.816,-0.406
116,0.544,0.394,-0.854,0.582,0.311,-0.798,0.497,0.325,-0.807,0.764,0.872,-0.195,0.302,0.816,-0.402
117,0.543,0.394,-0.855,0.582,0.311,-0.799,0.497,0.325,-0.809,0.764,0.872,-0.191,0.302,0.816,-0.404
118,0.543,0.394,-0.82,0.582,0.311,-0.768,0.497,0.325,-0.774,0.764,0.873,-0.199,0.302,0.817,-0.396
119,0.543,0.395,-0.82,0.582,0.311,-0.767,0.496,0.325,-0.774,0.764,0.873,-0.197,0.302,0.816,-0.395
120,0.543,0.395,-0.817,0.582,0.311,-0.766,0.496,0.325,-0.772,0.764,0.873,-0.201,0.301,0.816,-0.393
121,0.543,0.395,-0.793,0.582,0.311,-0.744,0.496,0.325,-0.748,0.764,0.873,-0.203,0.301,0.816,-0.382
122,0.543,0.395,-0.78,0.582,0.312,-0.729,0.496,0.325,-0.736,0.765,0.874,-0.202,0.301,0.816,-0.381
123,0.542,0.395,-0.783,0.582,0.312,-0.732,0.496,0.325,-0.739,0.765,0.875,-0.202,0.301,0.817,-0.381
124,0.542,0.395,-0.786,0.582,0.312,-0.734,0.496,0.325,-0.742,0.765,0.876,-0.204,0.301,0.818,-0.385
125,0.542,0.395,-0.752,0.582,0.312,-0.7,0.496,0.324,-0.707,0.765,0.879,-0.203,0.3,0.82,-0.374
126,0.542,0.395,-0.757,0.582,0.312,-0.706,0.496,0.324,-0.713,0.766,0.879,-0.202,0.3,0.82,-0.374
127,0.541,0.394,-0.777,0.582,0.312,-0.721,0.496,0.324,-0.733,0.766,0.879,-0.187,0.3,0.82,-0.381
128,0.541,0.395,-0.797,0.581,0.312,-0.739,0.495,0.324,-0.753,0.766,0.879,-0.169,0.3,0.819,-0.381
129,0.54,0.397,-0.943,0.581,0.314,-0.875,0.495,0.326,-0.893,0.765,0.877,-0.166,0.301,0.82,-0.415
130,0.54,0.397,-0.968,0.58,0.315,-0.899,0.495,0.326,-0.918,0.764,0.877,-0.155,0.301,0.82,-0.431
131,0.54,0.397,-0.957,0.58,0.315,-0.89,0.495,0.326,-0.908,0.763,0.877,-0.158,0.301,0.82,-0.431
132,0.54,0.397,-0.857,0.579,0.315,-0.794,0.495,0.327,-0.81,0.763,0.877,-0.139,0.301,0.819,-0.402
133,0.539,0.396,-0.843,0.579,0.314,-0.782,0.494,0.326,-0.796,0.763,0.878,-0.137,0.301,0.819,-0.393
134,0.539,0.396,-0.827,0.579,0.314,-0.767,0.493,0.326,-0.781,0.763,0.879,-0.126,0.301,0.818,-0.379
135,0.538,0.396,-0.83,0.578,0.314,-0.77,0.492,0.327,-0.783,0.763,0.879,-0.127,0.302,0.818,-0.375
136,0.538,0.397,-0.857,0.577,0.314,-0.795,0.491,0.328,-0.81,0.763,0.878,-0.129,0.302,0.817,-0.377
137,0.537,0.397,-0.886,0.576,0.315,-0.824,0.49,0.329,-0.838,0.763,0.879,-0.131,0.302,0.817,-0.379
138,0.536,0.398,-0.961,0.576,0.315,-0.898,0.489,0.329,-0.912,0.764,0.879,-0.169,0.302,0.817,-0.404
139,0.536,0.399,-0.989,0.575,0.316,-0.925,0.489,0.33,-0.939,0.764,0.878,-0.168,0.302,0.817,-0.418
140,0.535,0.4,-0.996,0.575,0.316,-0.932,0.488,0.331,-0.946,0.764,0.878,-0.176,0.302,0.818,-0.423
141,0.535,0.4,-1.021,0.575,0.316,-0.954,0.488,0.331,-0.971,0.765,0.878,-0.176,0.302,0.819,-0.439
142,0.535,0.4,-1.02,0.575,0.315,-0.956,0.488,0.331,-0.97,0.766,0.878,-0.207,0.302,0.819,-0.444
143,0.535,0.399,-0.997,0.575,0.314,-0.933,0.487,0.331,-0.947,0.766,0.878,-0.202,0.302,0.819,-0.439
144,0.535,0.399,-0.988,0.575,0.314,-0.925,0.487,0.331,-0.94,0.766,0.874,-0.194,0.303,0.819,-0.436
145,0.535,0.399,-0.985,0.575,0.314,-0.921,0.487,0.331,-0.936,0.767,0.874,-0.189,0.303,0.82,-0.435
146,0.535,0.398,-0.986,0.575,0.313,-0.922,0.487,0.33,-0.938,0.767,0.872,-0.189,0.303,0.82,-0.439
147,0.535,0.398,-0.983,0.575,0.312,-0.92,0.487,0.33,-0.934,0.767,0.87,-0.187,0.305,0.82,-0.437
148,0.535,0.398,-0.958,0.575,0.312,-0.898,0.487,0.33,-0.911,0.767,0.87,-0.177,0.306,0.82,-0.435
149,0.535,0.397,-0.961,0.575,0.312,-0.9,0.487,0.329,-0.913,0.767,0.87,-0.177,0.306,0.82,-0.434
150,0.535,0.397,-0.955,0.575,0.312,-0.894,0.487,0.329,-0.907,0.768,0.871,-0.174,0.306,0.82,-0.435
151,0.535,0.396,-0.869,0.575,0.311,-0.811,0.487,0.328,-0.822,0.768,0.871,-0.15,0.306,0.82,-0.4
152,0.534,0.396,-0.806,0.575,0.311,-0.75,0.487,0.328,-0.758,0.767,0.871,-0.145,0.306,0.82,-0.37
153,0.534,0.395,-0.811,0.575,0.311,-0.756,0.486,0.328,-0.764,0.767,0.871,-0.145,0.306,0.819,-0.366
154,0.533,0.395,-0.82,0.575,0.311,-0.763,0.486,0.328,-0.779,0.767,0.871,-0.147,0.306,0.818,-0.373
155,0.533,0.395,-0.783,0.575,0.311,-0.729,0.486,0.328,-0.737,0.767,0.871,-0.147,0.306,0.817,-0.351
156,0.532,0.395,-0.748,0.574,0.311,-0.695,0.486,0.328,-0.702,0.766,0.87,-0.128,0.306,0.817,-0.333
157,0.532,0.395,-0.757,0.574,0.311,-0.703,0.485,0.328,-0.711,0.766,0.869,-0.131,0.306,0.817,-0.34
158,0.531,0.395,-0.736,0.574,0.311,-0.683,0.485,0.328,-0.691,0.765,0.865,-0.127,0.306,0.816,-0.334
159,0.531,0.395,-0.745,0.574,0.311,-0.692,0.485,0.327,-0.699,0.765,0.863,-0.128,0.306,0.816,-0.33
160,0.531,0.394,-0.763,0.573,0.311,-0.709,0.485,0.327,-0.717,0.765,0.863,-0.129,0.306,0.816,-0.335
161,0.531,0.394,-0.755,0.573,0.311,-0.702,0.484,0.327,-0.708,0.766,0.864,-0.141,0.305,0.817,-0.338
162,0.531,0.394,-0.749,0.573,0.311,-0.697,0.484,0.327,-0.702,0.766,0.865,-0.149,0.305,0.817,-0.339
163,0.531,0.394,-0.757,0.573,0.311,-0.704,0.484,0.327,-0.71,0.766,0.865,-0.156,0.304,0.817,-0.349
164,0.53,0.394,-0.753,0.573,0.311,-0.702,0.484,0.327,-0.707,0.766,0.867,-0.159,0.304,0.818,-0.349
165,0.53,0.394,-0.726,0.573,0.311,-0.675,0.484,0.327,-0.681,0.766,0.867,-0.147,0.304,0.818,-0.348
166,0.53,0.394,-0.695,0.573,0.311,-0.648,0.484,0.327,-0.652,0.766,0.867,-0.147,0.304,0.818,-0.341
167,0.53,0.394,-0.685,0.573,0.311,-0.639,0.483,0.327,-0.64,0.766,0.869,-0.159,0.304,0.818,-0.331
168,0.53,0.394,-0.677,0.573,0.311,-0.63,0.483,0.327,-0.633,0.766,0.869,-0.154,0.304,0.817,-0.327
169,0.53,0.394,-0.69,0.573,0.311,-0.641,0.483,0.327,-0.646,0.766,0.87,-0.161,0.304,0.817,-0.327
170,0.53,0.394,-0.696,0.573,0.311,-0.647,0.483,0.327,-0.652,0.766,0.87,-0.16,0.304,0.817,-0.332
171,0.53,0.394,-0.701,0.573,0.311,-0.653,0.483,0.327,-0.657,0.766,0.87,-0.184,0.304,0.816,-0.333
172,0.53,0.394,-0.705,0.573,0.311,-0.656,0.483,0.327,-0.661,0.766,0.871,-0.185,0.303,0.816,-0.333
173,0.53,0.394,-0.722,0.573,0.311,-0.675,0.483,0.327,-0.676,0.766,0.871,-0.197,0.303,0.816,-0.334
174,0.529,0.395,-0.723,0.573,0.311,-0.678,0.483,0.327,-0.677,0.767,0.871,-0.202,0.303,0.816,-0.336
175,0.53,0.395,-0.715,0.573,0.311,-0.67,0.483,0.327,-0.671,0.767,0.871,-0.199,0.303,0.816,-0.336
176,0.53,0.395,-0.715,0.573,0.312,-0.67,0.483,0.327,-0.671,0.766,0.871,-0.197,0.303,0.816,-0.336
177,0.53,0.397,-0.71,0.573,0.313,-0.666,0.483,0.329,-0.667,0.766,0.871,-0.195,0.303,0.816,-0.336
178,0.53,0.398,-0.686,0.573,0.313,-0.645,0.483,0.329,-0.644,0.766,0.871,-0.192,0.303,0.815,-0.321
179,0.53,0.398,-0.691,0.573,0.313,-0.648,0.483,0.329,-0.648,0.766,0.872,-0.191,0.303,0.815,-0.322
180,0.53,0.398,-0.689,0.573,0.313,-0.647,0.483,0.329,-0.646,0.766,0.872,-0.191,0.303,0.815,-0.314
181,0.53,0.399,-0.69,0.573,0.313,-0.646,0.483,0.329,-0.646,0.768,0.873,-0.17,0.303,0.819,-0.315
182,0.53,0.398,-0.701,0.573,0.313,-0.654,0.483,0.329,-0.656,0.768,0.874,-0.171,0.302,0.822,-0.32
183,0.53,0.398,-0.747,0.572,0.313,-0.695,0.483,0.33,-0.702,0.768,0.873,-0.17,0.302,0.823,-0.337
184,0.529,0.399,-0.733,0.572,0.314,-0.684,0.483,0.33,-0.688,0.768,0.873,-0.17,0.302,0.824,-0.326
185,0.529,0.399,-0.663,0.572,0.314,-0.619,0.483,0.33,-0.62,0.768,0.87,-0.161,0.302,0.824,-0.293
186,0.529,0.399,-0.688,0.571,0.314,-0.642,0.483,0.331,-0.642,0.767,0.869,-0.17,0.302,0.825,-0.296
187,0.529,0.399,-0.707,0.571,0.314,-0.658,0.483,0.331,-0.66,0.767,0.867,-0.167,0.302,0.825,-0.297
188,0.529,0.399,-0.73,0.571,0.314,-0.678,0.483,0.331,-0.683,0.767,0.866,-0.163,0.302,0.825,-0.307
189,0.529,0.399,-0.731,0.571,0.314,-0.68,0.483,0.331,-0.684,0.767,0.866,-0.164,0.302,0.825,-0.312
190,0.529,0.399,-0.71,0.571,0.314,-0.663,0.482,0.331,-0.663,0.767,0.866,-0.165,0.303,0.825,-0.308
191,0.529,0.399,-0.705,0.571,0.314,-0.658,0.482,0.331,-0.661,0.767,0.868,-0.162,0.302,0.825,-0.317
192,0.529,0.399,-0.715,0.571,0.314,-0.666,0.482,0.331,-0.671,0.766,0.869,-0.161,0.301,0.827,-0.328
193,0.529,0.399,-0.704,0.571,0.314,-0.658,0.482,0.331,-0.66,0.766,0.869,-0.168,0.301,0.827,-0.326
194,0.529,0.399,-0.705,0.571,0.314,-0.66,0.482,0.331,-0.662,0.766,0.87,-0.174,0.301,0.827,-0.326
195,0.529,0.399,-0.706,0.571,0.314,-0.661,0.482,0.331,-0.662,0.765,0.869,-0.176,0.301,0.824,-0.325
196,0.529,0.399,-0.736,0.571,0.314,-0.689,0.482,0.331,-0.691,0.765,0.87,-0.176,0.301,0.824,-0.327
197,0.529,0.399,-0.735,0.571,0.314,-0.687,0.482,0.331,-0.689,0.764,0.87,-0.175,0.301,0.824,-0.327
198,0.529,0.399,-0.721,0.571,0.315,-0.676,0.482,0.331,-0.676,0.765,0.871,-0.176,0.301,0.824,-0.324
199,0.529,0.399,-0.724,0.571,0.315,-0.679,0.482,0.331,-0.677,0.765,0.871,-0.189,0.301,0.823,-0.325
200,0.529,0.4,-0.72,0.571,0.315,-0.675,0.482,0.331,-0.675,0.765,0.871,-0.188,0.302,0.823,-0.325
201,0.529,0.4,-0.772,0.571,0.315,-0.719,0.483,0.331,-0.727,0.764,0.871,-0.172,0.302,0.823,-0.349
202,0.529,0.4,-0.859,0.572,0.315,-0.8,0.483,0.331,-0.81,0.764,0.871,-0.168,0.303,0.823,-0.373
203,0.53,0.4,-0.857,0.573,0.314,-0.799,0.484,0.33,-0.807,0.764,0.871,-0.168,0.303,0.823,-0.376
204,0.533,0.399,-0.835,0.576,0.313,-0.78,0.485,0.33,-0.788,0.765,0.872,-0.178,0.303,0.823,-0.381
205,0.536,0.398,-0.826,0.578,0.312,-0.771,0.487,0.329,-0.78,0.765,0.872,-0.176,0.303,0.823,-0.385
